"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"2010"	"2010"	"65-74 years"	"65-74"	"Female"	"F"	11	242155	4.5 (Unreliable)
	"Indiana"	"18"	"2011"	"2011"	"15-19 years"	"15-19"	"Female"	"F"	10	227344	4.4 (Unreliable)
	"Indiana"	"18"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	17	240632	7.1 (Unreliable)
	"Indiana"	"18"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	60	233975	25.6
	"Indiana"	"18"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	77	415691	18.5
	"Indiana"	"18"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	157	418221	37.5
	"Indiana"	"18"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	92	415007	22.2
	"Indiana"	"18"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	137	416521	32.9
	"Indiana"	"18"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	130	472108	27.5
	"Indiana"	"18"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	136	463245	29.4
	"Indiana"	"18"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	55	412520	13.3
	"Indiana"	"18"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	55	390823	14.1
	"Indiana"	"18"	"2011"	"2011"	"65-74 years"	"65-74"	"Male"	"M"	14	216327	6.5 (Unreliable)
	"Indiana"	"18"	"2012"	"2012"	"15-19 years"	"15-19"	"Male"	"M"	21	235883	8.9
	"Indiana"	"18"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	24	235024	10.2
	"Indiana"	"18"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	63	240644	26.2
	"Indiana"	"18"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	66	416629	15.8
	"Indiana"	"18"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	169	418908	40.3
	"Indiana"	"18"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	95	412536	23.0
	"Indiana"	"18"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	154	413849	37.2
	"Indiana"	"18"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	120	464752	25.8
	"Indiana"	"18"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	131	456080	28.7
	"Indiana"	"18"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	55	417224	13.2
	"Indiana"	"18"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	66	396191	16.7
	"Indiana"	"18"	"2012"	"2012"	"65-74 years"	"65-74"	"Male"	"M"	11	230409	4.8 (Unreliable)
	"Indiana"	"18"	"2013"	"2013"	"15-19 years"	"15-19"	"Male"	"M"	11	234271	4.7 (Unreliable)
	"Indiana"	"18"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	18	237693	7.6 (Unreliable)
	"Indiana"	"18"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	67	244181	27.4
	"Indiana"	"18"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	79	420165	18.8
	"Indiana"	"18"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	184	422203	43.6
	"Indiana"	"18"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	95	412066	23.1
	"Indiana"	"18"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	146	413802	35.3
	"Indiana"	"18"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	131	456305	28.7
	"Indiana"	"18"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	132	448545	29.4
	"Indiana"	"18"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	81	425218	19.0
	"Indiana"	"18"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	70	403783	17.3
	"Indiana"	"18"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	12	274314	4.4 (Unreliable)
	"Indiana"	"18"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	15	240492	6.2 (Unreliable)
	"Indiana"	"18"	"2014"	"2014"	"15-19 years"	"15-19"	"Female"	"F"	10	222470	4.5 (Unreliable)
	"Indiana"	"18"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	20	233314	8.6
	"Indiana"	"18"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	24	239650	10.0
	"Indiana"	"18"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	51	246280	20.7
	"Indiana"	"18"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	98	422137	23.2
	"Indiana"	"18"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	173	424986	40.7
	"Indiana"	"18"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	96	411948	23.3
	"Indiana"	"18"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	165	412837	40.0
	"Indiana"	"18"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	148	448707	33.0
	"Indiana"	"18"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	166	442061	37.6
	"Indiana"	"18"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	79	431955	18.3
	"Indiana"	"18"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	94	410276	22.9
	"Indiana"	"18"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	17	285530	6.0 (Unreliable)
	"Indiana"	"18"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	21	250699	8.4
	"Indiana"	"18"	"2015"	"2015"	"15-19 years"	"15-19"	"Male"	"M"	19	233769	8.1 (Unreliable)
	"Indiana"	"18"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	38	237767	16.0
	"Indiana"	"18"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	65	245959	26.4
	"Indiana"	"18"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	97	424214	22.9
	"Indiana"	"18"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	240	426345	56.3
	"Indiana"	"18"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	107	411254	26.0
	"Indiana"	"18"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	171	411802	41.5
	"Indiana"	"18"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	117	442421	26.4
	"Indiana"	"18"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	168	436553	38.5
	"Indiana"	"18"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	69	438420	15.7
	"Indiana"	"18"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	93	417344	22.3
	"Indiana"	"18"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	17	296025	5.7 (Unreliable)
	"Indiana"	"18"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	15	260667	5.8 (Unreliable)
	"Iowa"	"19"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	13	224360	5.8 (Unreliable)
	"Iowa"	"19"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	14	222243	6.3 (Unreliable)
	"Iowa"	"19"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	12	194942	6.2 (Unreliable)
	"Iowa"	"19"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	11	197373	5.6 (Unreliable)
	"Iowa"	"19"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	10	181263	5.5 (Unreliable)
	"Iowa"	"19"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	12	218151	5.5 (Unreliable)
	"Iowa"	"19"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	14	218671	6.4 (Unreliable)
	"Iowa"	"19"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	11	205556	5.4 (Unreliable)
	"Iowa"	"19"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	11	213194	5.2 (Unreliable)
	"Iowa"	"19"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	16	213838	7.5 (Unreliable)
	"Iowa"	"19"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	17	205587	8.3 (Unreliable)
	"Iowa"	"19"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	12	208028	5.8 (Unreliable)
	"Iowa"	"19"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	13	207946	6.3 (Unreliable)
	"Iowa"	"19"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	23	209036	11.0
	"Iowa"	"19"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	15	208903	7.2 (Unreliable)
	"Iowa"	"19"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	15	211346	7.1 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	12	171418	7.0 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	12	178007	6.7 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	17	204321	8.3 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	16	205904	7.8 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	16	212122	7.5 (Unreliable)
	"Iowa"	"19"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	17	214843	7.9 (Unreliable)
	"Iowa"	"19"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	15	178446	8.4 (Unreliable)
	"Iowa"	"19"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	19	200016	9.5 (Unreliable)
	"Iowa"	"19"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	19	202302	9.4 (Unreliable)
	"Iowa"	"19"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	25	215869	11.6
	"Iowa"	"19"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	19	217808	8.7 (Unreliable)
	"Iowa"	"19"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	11	172640	6.4 (Unreliable)
	"Iowa"	"19"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	25	179381	13.9
	"Iowa"	"19"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	27	196645	13.7
	"Iowa"	"19"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	34	199170	17.1
	"Iowa"	"19"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	12	218958	5.5 (Unreliable)
	"Iowa"	"19"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	34	220268	15.4
	"Iowa"	"19"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	13	163322	8.0 (Unreliable)
	"Iowa"	"19"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	13	111117	11.7 (Unreliable)
	"Iowa"	"19"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	11	176625	6.2 (Unreliable)
	"Iowa"	"19"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	22	184008	12.0
	"Iowa"	"19"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	18	191950	9.4 (Unreliable)
	"Iowa"	"19"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	28	195303	14.3
	"Iowa"	"19"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	30	220552	13.6
	"Iowa"	"19"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	35	220449	15.9
	"Iowa"	"19"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	10	166890	6.0 (Unreliable)
	"Iowa"	"19"	"2008"	"2008"	"20-24 years"	"20-24"	"Male"	"M"	10	109927	9.1 (Unreliable)
	"Iowa"	"19"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	11	180413	6.1 (Unreliable)
	"Iowa"	"19"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	27	188255	14.3
	"Iowa"	"19"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	28	186895	15.0
	"Iowa"	"19"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	30	190772	15.7
	"Iowa"	"19"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	24	221512	10.8
	"Iowa"	"19"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	32	221068	14.5
	"Iowa"	"19"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	18	175440	10.3 (Unreliable)
	"Iowa"	"19"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	15	172664	8.7 (Unreliable)
	"Iowa"	"19"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	14	184585	7.6 (Unreliable)
	"Iowa"	"19"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	32	192456	16.6
	"Iowa"	"19"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	23	182074	12.6
	"Iowa"	"19"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	30	186190	16.1
	"Iowa"	"19"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	26	221431	11.7
	"Iowa"	"19"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	29	220806	13.1
	"Iowa"	"19"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	13	181873	7.1 (Unreliable)
	"Iowa"	"19"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	12	179549	6.7 (Unreliable)
	"Iowa"	"19"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	11	109467	10.0 (Unreliable)
	"Iowa"	"19"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	17	187047	9.1 (Unreliable)
	"Iowa"	"19"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	32	195536	16.4
	"Iowa"	"19"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	24	180164	13.3
	"Iowa"	"19"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	31	184384	16.8
	"Iowa"	"19"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	36	220266	16.3
	"Iowa"	"19"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	49	219460	22.3
	"Iowa"	"19"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	14	187191	7.5 (Unreliable)
	"Iowa"	"19"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	11	185559	5.9 (Unreliable)
	"Iowa"	"19"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	13	112824	11.5 (Unreliable)
	"Iowa"	"19"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	14	189622	7.4 (Unreliable)
	"Iowa"	"19"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	32	199656	16.0
	"Iowa"	"19"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	36	177923	20.2
	"Iowa"	"19"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	22	182922	12.0
	"Iowa"	"19"	"2011"	"2011"	"45-54 years"	"45-54"	"Female"	"F"	33	215622	15.3
	"Iowa"	"19"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	40	215455	18.6
	"Iowa"	"19"	"2011"	"2011"	"55-64 years"	"55-64"	"Female"	"F"	11	195301	5.6 (Unreliable)
	"Iowa"	"19"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	23	193630	11.9
	"Iowa"	"19"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	11	190402	5.8 (Unreliable)
	"Iowa"	"19"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	31	199061	15.6
	"Iowa"	"19"	"2012"	"2012"	"35-44 years"	"35-44"	"Female"	"F"	28	177810	15.7
	"Iowa"	"19"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	28	182457	15.3
	"Iowa"	"19"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	49	211412	23.2
	"Iowa"	"19"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	40	211433	18.9
	"Iowa"	"19"	"2012"	"2012"	"55-64 years"	"55-64"	"Female"	"F"	22	197949	11.1
	"Iowa"	"19"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	22	195997	11.2
	"Iowa"	"19"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	15	117735	12.7 (Unreliable)
	"Iowa"	"19"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	19	190697	10.0 (Unreliable)
	"Iowa"	"19"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	29	199230	14.6
	"Iowa"	"19"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	36	178707	20.1
	"Iowa"	"19"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	33	183140	18.0
	"Iowa"	"19"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	33	206864	16.0
	"Iowa"	"19"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	35	207263	16.9
	"Iowa"	"19"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	18	201425	8.9 (Unreliable)
	"Iowa"	"19"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	26	199605	13.0
	"Iowa"	"19"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	15	118992	12.6 (Unreliable)
	"Iowa"	"19"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	12	191062	6.3 (Unreliable)
	"Iowa"	"19"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	29	200312	14.5
	"Iowa"	"19"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	29	179253	16.2
	"Iowa"	"19"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	34	184283	18.4
	"Iowa"	"19"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	41	202932	20.2
	"Iowa"	"19"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	28	203591	13.8
	"Iowa"	"19"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	22	204541	10.8
	"Iowa"	"19"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	26	202340	12.8
	"Iowa"	"19"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	14	118818	11.8 (Unreliable)
	"Iowa"	"19"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	19	191036	9.9 (Unreliable)
	"Iowa"	"19"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	36	200473	18.0
	"Iowa"	"19"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	30	180763	16.6
	"Iowa"	"19"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	35	185633	18.9
	"Iowa"	"19"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	38	198788	19.1
	"Iowa"	"19"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	54	200037	27.0
	"Iowa"	"19"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	25	208063	12.0
	"Iowa"	"19"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	27	205254	13.2
	"Kansas"	"20"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	10	179830	5.6 (Unreliable)
	"Kansas"	"20"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	11	211678	5.2 (Unreliable)
	"Kansas"	"20"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	21	212272	9.9
	"Kansas"	"20"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	16	172334	9.3 (Unreliable)
	"Kansas"	"20"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	17	178421	9.5 (Unreliable)
	"Kansas"	"20"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	11	209798	5.2 (Unreliable)
	"Kansas"	"20"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	37	209887	17.6
	"Kansas"	"20"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	10	176232	5.7 (Unreliable)
	"Kansas"	"20"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	12	175651	6.8 (Unreliable)
	"Kansas"	"20"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	32	206172	15.5
	"Kansas"	"20"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	28	206228	13.6
	"Kansas"	"20"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	13	185021	7.0 (Unreliable)
	"Kansas"	"20"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	21	185887	11.3
	"Kansas"	"20"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	15	174981	8.6 (Unreliable)
	"Kansas"	"20"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	31	201505	15.4
	"Kansas"	"20"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	35	200580	17.4
	"Kansas"	"20"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	22	187937	11.7
	"Kansas"	"20"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	39	188991	20.6
	"Kansas"	"20"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	12	106070	11.3 (Unreliable)
	"Kansas"	"20"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	19	173472	11.0 (Unreliable)
	"Kansas"	"20"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	25	196306	12.7
	"Kansas"	"20"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	35	195200	17.9
	"Kansas"	"20"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	26	191848	13.6
	"Kansas"	"20"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	30	192416	15.6
	"Kansas"	"20"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	10	128016	7.8 (Unreliable)
	"Kansas"	"20"	"2004"	"2004"	"20-24 years"	"20-24"	"Male"	"M"	10	107959	9.3 (Unreliable)
	"Kansas"	"20"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	10	167395	6.0 (Unreliable)
	"Kansas"	"20"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	21	173328	12.1
	"Kansas"	"20"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	35	191957	18.2
	"Kansas"	"20"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	43	191908	22.4
	"Kansas"	"20"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	26	195635	13.3
	"Kansas"	"20"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	44	195175	22.5
	"Kansas"	"20"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	10	108660	9.2 (Unreliable)
	"Kansas"	"20"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	31	171416	18.1
	"Kansas"	"20"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	35	188364	18.6
	"Kansas"	"20"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	42	188681	22.3
	"Kansas"	"20"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	32	199633	16.0
	"Kansas"	"20"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	52	198165	26.2
	"Kansas"	"20"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	20	168239	11.9
	"Kansas"	"20"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	33	174898	18.9
	"Kansas"	"20"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	30	184751	16.2
	"Kansas"	"20"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	35	185819	18.8
	"Kansas"	"20"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	38	202591	18.8
	"Kansas"	"20"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	51	200059	25.5
	"Kansas"	"20"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	14	144544	9.7 (Unreliable)
	"Kansas"	"20"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	11	140914	7.8 (Unreliable)
	"Kansas"	"20"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	17	173056	9.8 (Unreliable)
	"Kansas"	"20"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	34	178231	19.1
	"Kansas"	"20"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	32	180928	17.7
	"Kansas"	"20"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	40	182412	21.9
	"Kansas"	"20"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	47	204995	22.9
	"Kansas"	"20"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	52	201914	25.8
	"Kansas"	"20"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	13	150692	8.6 (Unreliable)
	"Kansas"	"20"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	11	147281	7.5 (Unreliable)
	"Kansas"	"20"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	14	176888	7.9 (Unreliable)
	"Kansas"	"20"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	25	184000	13.6
	"Kansas"	"20"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	24	176793	13.6
	"Kansas"	"20"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	30	179529	16.7
	"Kansas"	"20"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	44	206169	21.3
	"Kansas"	"20"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	28	202244	13.8
	"Kansas"	"20"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	16	155820	10.3 (Unreliable)
	"Kansas"	"20"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	12	152303	7.9 (Unreliable)
	"Kansas"	"20"	"2009"	"2009"	"20-24 years"	"20-24"	"Male"	"M"	12	105457	11.4 (Unreliable)
	"Kansas"	"20"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	22	182268	12.1
	"Kansas"	"20"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	31	188688	16.4
	"Kansas"	"20"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	30	173149	17.3
	"Kansas"	"20"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	45	176211	25.5
