"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Michigan"	"26"	"2008"	"2008"	1239	9946889	12.5	12.4
	"Michigan"	"26"	"2009"	"2009"	1429	9901591	14.4	14.5
	"Michigan"	"26"	"2010"	"2010"	1394	9883640	14.1	13.9
	"Michigan"	"26"	"2011"	"2011"	1386	9876589	14.0	14.3
	"Michigan"	"26"	"2012"	"2012"	1308	9886879	13.2	13.5
	"Michigan"	"26"	"2013"	"2013"	1553	9900506	15.7	15.9
	"Michigan"	"26"	"2014"	"2014"	1762	9916306	17.8	18.0
	"Michigan"	"26"	"2015"	"2015"	1980	9922576	20.0	20.3
	"Minnesota"	"27"	"1999"	"1999"	136	4873481	2.8	2.8
	"Minnesota"	"27"	"2000"	"2000"	130	4919479	2.6	2.6
	"Minnesota"	"27"	"2001"	"2001"	185	4982796	3.7	3.7
	"Minnesota"	"27"	"2002"	"2002"	201	5018935	4.0	4.0
	"Minnesota"	"27"	"2003"	"2003"	246	5053572	4.9	4.8
	"Minnesota"	"27"	"2004"	"2004"	250	5087713	4.9	4.8
	"Minnesota"	"27"	"2005"	"2005"	282	5119598	5.5	5.4
	"Minnesota"	"27"	"2006"	"2006"	311	5163555	6.0	5.9
	"Minnesota"	"27"	"2007"	"2007"	341	5207203	6.5	6.4
	"Minnesota"	"27"	"2008"	"2008"	384	5247018	7.3	7.2
	"Minnesota"	"27"	"2009"	"2009"	419	5281203	7.9	7.9
	"Minnesota"	"27"	"2010"	"2010"	397	5303925	7.5	7.4
	"Minnesota"	"27"	"2011"	"2011"	511	5348119	9.6	9.4
	"Minnesota"	"27"	"2012"	"2012"	482	5380443	9.0	8.9
	"Minnesota"	"27"	"2013"	"2013"	523	5420541	9.6	9.6
	"Minnesota"	"27"	"2014"	"2014"	517	5457125	9.5	9.6
	"Minnesota"	"27"	"2015"	"2015"	581	5489594	10.6	10.6
	"Mississippi"	"28"	"1999"	"1999"	87	2828408	3.1	3.2
	"Mississippi"	"28"	"2000"	"2000"	114	2844658	4.0	4.2
	"Mississippi"	"28"	"2001"	"2001"	169	2852994	5.9	6.2
	"Mississippi"	"28"	"2002"	"2002"	183	2858681	6.4	6.6
	"Mississippi"	"28"	"2003"	"2003"	207	2868312	7.2	7.5
	"Mississippi"	"28"	"2004"	"2004"	224	2889010	7.8	8.2
	"Mississippi"	"28"	"2005"	"2005"	248	2905943	8.5	8.8
	"Mississippi"	"28"	"2006"	"2006"	339	2904978	11.7	12.1
	"Mississippi"	"28"	"2007"	"2007"	314	2928350	10.7	10.9
	"Mississippi"	"28"	"2008"	"2008"	303	2947806	10.3	10.5
	"Mississippi"	"28"	"2009"	"2009"	323	2958774	10.9	11.2
	"Mississippi"	"28"	"2010"	"2010"	334	2967297	11.3	11.4
	"Mississippi"	"28"	"2011"	"2011"	302	2977999	10.1	10.7
	"Mississippi"	"28"	"2012"	"2012"	310	2985660	10.4	10.6
	"Mississippi"	"28"	"2013"	"2013"	316	2990976	10.6	10.8
	"Mississippi"	"28"	"2014"	"2014"	336	2993443	11.2	11.6
	"Mississippi"	"28"	"2015"	"2015"	351	2992333	11.7	12.3
	"Missouri"	"29"	"1999"	"1999"	276	5561948	5.0	5.0
	"Missouri"	"29"	"2000"	"2000"	303	5595211	5.4	5.5
	"Missouri"	"29"	"2001"	"2001"	351	5641142	6.2	6.3
	"Missouri"	"29"	"2002"	"2002"	416	5674825	7.3	7.5
	"Missouri"	"29"	"2003"	"2003"	522	5709403	9.1	9.3
	"Missouri"	"29"	"2004"	"2004"	548	5747741	9.5	9.8
	"Missouri"	"29"	"2005"	"2005"	608	5790300	10.5	10.7
	"Missouri"	"29"	"2006"	"2006"	743	5842704	12.7	12.9
	"Missouri"	"29"	"2007"	"2007"	714	5887612	12.1	12.2
	"Missouri"	"29"	"2008"	"2008"	765	5923916	12.9	13.1
	"Missouri"	"29"	"2009"	"2009"	863	5961088	14.5	14.6
	"Missouri"	"29"	"2010"	"2010"	998	5988927	16.7	17.0
	"Missouri"	"29"	"2011"	"2011"	963	6010587	16.0	16.4
	"Missouri"	"29"	"2012"	"2012"	942	6025468	15.6	16.1
	"Missouri"	"29"	"2013"	"2013"	1025	6043708	17.0	17.5
	"Missouri"	"29"	"2014"	"2014"	1067	6063827	17.6	18.2
	"Missouri"	"29"	"2015"	"2015"	1066	6083672	17.5	17.9
	"Montana"	"30"	"1999"	"1999"	41	897507	4.6	4.6
	"Montana"	"30"	"2000"	"2000"	41	902195	4.5	4.5
	"Montana"	"30"	"2001"	"2001"	56	906961	6.2	6.2
	"Montana"	"30"	"2002"	"2002"	78	911667	8.6	8.7
	"Montana"	"30"	"2003"	"2003"	93	919630	10.1	10.5
	"Montana"	"30"	"2004"	"2004"	98	930009	10.5	10.9
	"Montana"	"30"	"2005"	"2005"	96	940102	10.2	10.1
	"Montana"	"30"	"2006"	"2006"	97	952692	10.2	10.2
	"Montana"	"30"	"2007"	"2007"	125	964706	13.0	12.8
	"Montana"	"30"	"2008"	"2008"	134	976415	13.7	14.1
	"Montana"	"30"	"2009"	"2009"	142	983982	14.4	14.7
	"Montana"	"30"	"2010"	"2010"	118	989415	11.9	12.9
	"Montana"	"30"	"2011"	"2011"	141	997746	14.1	14.4
	"Montana"	"30"	"2012"	"2012"	118	1005157	11.7	11.9
	"Montana"	"30"	"2013"	"2013"	137	1014402	13.5	14.5
	"Montana"	"30"	"2014"	"2014"	125	1023252	12.2	12.4
	"Montana"	"30"	"2015"	"2015"	138	1032949	13.4	13.8
	"Nebraska"	"31"	"1999"	"1999"	39	1704764	2.3	2.3
	"Nebraska"	"31"	"2000"	"2000"	46	1711263	2.7	2.7
	"Nebraska"	"31"	"2001"	"2001"	66	1719836	3.8	3.9
	"Nebraska"	"31"	"2002"	"2002"	66	1728292	3.8	3.9
	"Nebraska"	"31"	"2003"	"2003"	55	1738643	3.2	3.2
	"Nebraska"	"31"	"2004"	"2004"	59	1749370	3.4	3.6
	"Nebraska"	"31"	"2005"	"2005"	86	1761497	4.9	5.0
	"Nebraska"	"31"	"2006"	"2006"	91	1772693	5.1	5.4
	"Nebraska"	"31"	"2007"	"2007"	80	1783440	4.5	4.8
	"Nebraska"	"31"	"2008"	"2008"	94	1796378	5.2	5.5
	"Nebraska"	"31"	"2009"	"2009"	106	1812683	5.8	5.9
	"Nebraska"	"31"	"2010"	"2010"	117	1826341	6.4	6.7
	"Nebraska"	"31"	"2011"	"2011"	129	1842383	7.0	7.1
	"Nebraska"	"31"	"2012"	"2012"	146	1855973	7.9	7.9
	"Nebraska"	"31"	"2013"	"2013"	117	1869300	6.3	6.5
	"Nebraska"	"31"	"2014"	"2014"	125	1882980	6.6	7.2
	"Nebraska"	"31"	"2015"	"2015"	126	1896190	6.6	6.9
	"Nevada"	"32"	"1999"	"1999"	227	1934718	11.7	11.5
	"Nevada"	"32"	"2000"	"2000"	273	1998257	13.7	13.7
	"Nevada"	"32"	"2001"	"2001"	261	2098399	12.4	12.3
	"Nevada"	"32"	"2002"	"2002"	323	2173791	14.9	14.7
	"Nevada"	"32"	"2003"	"2003"	342	2248850	15.2	15.2
	"Nevada"	"32"	"2004"	"2004"	380	2346222	16.2	16.0
	"Nevada"	"32"	"2005"	"2005"	457	2432143	18.8	18.7
	"Nevada"	"32"	"2006"	"2006"	461	2522658	18.3	18.0
	"Nevada"	"32"	"2007"	"2007"	499	2601072	19.2	18.8
	"Nevada"	"32"	"2008"	"2008"	519	2653630	19.6	19.2
	"Nevada"	"32"	"2009"	"2009"	550	2684665	20.5	20.1
	"Nevada"	"32"	"2010"	"2010"	578	2700551	21.4	20.7
	"Nevada"	"32"	"2011"	"2011"	639	2718819	23.5	22.8
	"Nevada"	"32"	"2012"	"2012"	602	2754874	21.9	20.9
	"Nevada"	"32"	"2013"	"2013"	614	2790366	22.0	21.1
	"Nevada"	"32"	"2014"	"2014"	545	2838281	19.2	18.4
	"Nevada"	"32"	"2015"	"2015"	619	2890845	21.4	20.3
	"New Hampshire"	"33"	"1999"	"1999"	54	1222014	4.4	4.3
	"New Hampshire"	"33"	"2000"	"2000"	45	1235786	3.6	3.4
	"New Hampshire"	"33"	"2001"	"2001"	79	1255517	6.3	6.1
	"New Hampshire"	"33"	"2002"	"2002"	111	1269089	8.7	8.6
	"New Hampshire"	"33"	"2003"	"2003"	127	1279840	9.9	9.5
	"New Hampshire"	"33"	"2004"	"2004"	124	1290121	9.6	9.5
	"New Hampshire"	"33"	"2005"	"2005"	142	1298492	10.9	10.7
	"New Hampshire"	"33"	"2006"	"2006"	149	1308389	11.4	11.2
	"New Hampshire"	"33"	"2007"	"2007"	186	1312540	14.2	13.8
	"New Hampshire"	"33"	"2008"	"2008"	126	1315906	9.6	9.4
	"New Hampshire"	"33"	"2009"	"2009"	168	1316102	12.8	12.5
	"New Hampshire"	"33"	"2010"	"2010"	160	1316470	12.2	11.8
	"New Hampshire"	"33"	"2011"	"2011"	210	1318344	15.9	15.3
	"New Hampshire"	"33"	"2012"	"2012"	173	1321393	13.1	13.4
	"New Hampshire"	"33"	"2013"	"2013"	203	1322660	15.3	15.1
	"New Hampshire"	"33"	"2014"	"2014"	334	1327996	25.2	26.2
	"New Hampshire"	"33"	"2015"	"2015"	422	1330608	31.7	34.3
	"New Jersey"	"34"	"1999"	"1999"	557	8359592	6.7	6.5
	"New Jersey"	"34"	"2000"	"2000"	643	8414350	7.6	7.5
	"New Jersey"	"34"	"2001"	"2001"	705	8492671	8.3	8.1
	"New Jersey"	"34"	"2002"	"2002"	813	8552643	9.5	9.3
	"New Jersey"	"34"	"2003"	"2003"	721	8601402	8.4	8.3
	"New Jersey"	"34"	"2004"	"2004"	590	8634561	6.8	6.8
	"New Jersey"	"34"	"2005"	"2005"	823	8651974	9.5	9.4
	"New Jersey"	"34"	"2006"	"2006"	847	8661679	9.8	9.7
	"New Jersey"	"34"	"2007"	"2007"	727	8677885	8.4	8.4
	"New Jersey"	"34"	"2008"	"2008"	702	8711090	8.1	8.0
	"New Jersey"	"34"	"2009"	"2009"	263	8755602	3.0	3.0
	"New Jersey"	"34"	"2010"	"2010"	868	8791894	9.9	9.8
	"New Jersey"	"34"	"2011"	"2011"	1012	8842934	11.4	11.3
	"New Jersey"	"34"	"2012"	"2012"	1222	8874893	13.8	13.7
	"New Jersey"	"34"	"2013"	"2013"	1294	8907384	14.5	14.4
	"New Jersey"	"34"	"2014"	"2014"	1253	8938844	14.0	14.0
	"New Jersey"	"34"	"2015"	"2015"	1454	8958013	16.2	16.3
	"New Mexico"	"35"	"1999"	"1999"	266	1808082	14.7	15.0
	"New Mexico"	"35"	"2000"	"2000"	271	1819046	14.9	15.2
	"New Mexico"	"35"	"2001"	"2001"	258	1831690	14.1	14.4
	"New Mexico"	"35"	"2002"	"2002"	287	1855309	15.5	16.1
	"New Mexico"	"35"	"2003"	"2003"	358	1877574	19.1	19.7
	"New Mexico"	"35"	"2004"	"2004"	314	1903808	16.5	16.9
	"New Mexico"	"35"	"2005"	"2005"	373	1932274	19.3	20.1
	"New Mexico"	"35"	"2006"	"2006"	418	1962137	21.3	21.7
	"New Mexico"	"35"	"2007"	"2007"	462	1990070	23.2	23.4
	"New Mexico"	"35"	"2008"	"2008"	518	2010662	25.8	26.7
	"New Mexico"	"35"	"2009"	"2009"	438	2036802	21.5	22.0
	"New Mexico"	"35"	"2010"	"2010"	478	2059179	23.2	23.8
	"New Mexico"	"35"	"2011"	"2011"	529	2078226	25.5	26.3
	"New Mexico"	"35"	"2012"	"2012"	492	2084792	23.6	24.7
	"New Mexico"	"35"	"2013"	"2013"	458	2086890	21.9	22.6
	"New Mexico"	"35"	"2014"	"2014"	547	2085567	26.2	27.3
	"New Mexico"	"35"	"2015"	"2015"	501	2085109	24.0	25.3
	"New York"	"36"	"1999"	"1999"	959	18882725	5.1	5.0
	"New York"	"36"	"2000"	"2000"	767	18976457	4.0	4.0
	"New York"	"36"	"2001"	"2001"	1079	19082838	5.7	5.6
	"New York"	"36"	"2002"	"2002"	923	19137800	4.8	4.8
	"New York"	"36"	"2003"	"2003"	964	19175939	5.0	5.0
	"New York"	"36"	"2004"	"2004"	831	19171567	4.3	4.3
	"New York"	"36"	"2005"	"2005"	944	19132610	4.9	4.8
	"New York"	"36"	"2006"	"2006"	1680	19104631	8.8	8.6
	"New York"	"36"	"2007"	"2007"	1708	19132335	8.9	8.7
	"New York"	"36"	"2008"	"2008"	1691	19212436	8.8	8.5
	"New York"	"36"	"2009"	"2009"	1592	19307066	8.2	8.0
	"New York"	"36"	"2010"	"2010"	1557	19378102	8.0	7.8
	"New York"	"36"	"2011"	"2011"	1948	19523202	10.0	9.6
	"New York"	"36"	"2012"	"2012"	2106	19606981	10.7	10.4
	"New York"	"36"	"2013"	"2013"	2309	19691032	11.7	11.3
	"New York"	"36"	"2014"	"2014"	2300	19748858	11.6	11.3
	"New York"	"36"	"2015"	"2015"	2754	19795791	13.9	13.6
	"North Carolina"	"37"	"1999"	"1999"	366	7949361	4.6	4.6
	"North Carolina"	"37"	"2000"	"2000"	491	8049313	6.1	6.0
	"North Carolina"	"37"	"2001"	"2001"	551	8210122	6.7	6.7
	"North Carolina"	"37"	"2002"	"2002"	647	8326201	7.8	7.7
	"North Carolina"	"37"	"2003"	"2003"	762	8422501	9.0	9.0
	"North Carolina"	"37"	"2004"	"2004"	854	8553152	10.0	9.9
	"North Carolina"	"37"	"2005"	"2005"	1000	8705407	11.5	11.4
	"North Carolina"	"37"	"2006"	"2006"	1059	8917270	11.9	11.8
	"North Carolina"	"37"	"2007"	"2007"	1084	9118037	11.9	11.9
	"North Carolina"	"37"	"2008"	"2008"	1196	9309449	12.8	12.8
	"North Carolina"	"37"	"2009"	"2009"	1191	9449566	12.6	12.6
	"North Carolina"	"37"	"2010"	"2010"	1093	9535483	11.5	11.4
	"North Carolina"	"37"	"2011"	"2011"	1264	9651025	13.1	13.0
	"North Carolina"	"37"	"2012"	"2012"	1298	9747021	13.3	13.3
	"North Carolina"	"37"	"2013"	"2013"	1259	9845432	12.8	12.9
	"North Carolina"	"37"	"2014"	"2014"	1358	9940387	13.7	13.8
	"North Carolina"	"37"	"2015"	"2015"	1567	10042802	15.6	15.8
	"North Dakota"	"38"	"1999"	"1999"	12	644259	1.9 (Unreliable)	1.8 (Unreliable)
	"North Dakota"	"38"	"2000"	"2000"	14	642200	2.2 (Unreliable)	2.2 (Unreliable)
	"North Dakota"	"38"	"2001"	"2001"	14	639062	2.2 (Unreliable)	2.3 (Unreliable)
	"North Dakota"	"38"	"2002"	"2002"	17	638168	2.7 (Unreliable)	2.6 (Unreliable)
	"North Dakota"	"38"	"2003"	"2003"	22	638817	3.4	3.5
	"North Dakota"	"38"	"2004"	"2004"	17	644705	2.6 (Unreliable)	2.6 (Unreliable)
	"North Dakota"	"38"	"2005"	"2005"	12	646089	1.9 (Unreliable)	1.8 (Unreliable)
	"North Dakota"	"38"	"2006"	"2006"	14	649422	2.2 (Unreliable)	2.1 (Unreliable)
	"North Dakota"	"38"	"2007"	"2007"	32	652822	4.9	4.8
	"North Dakota"	"38"	"2008"	"2008"	46	657569	7.0	7.4
	"North Dakota"	"38"	"2009"	"2009"	27	664968	4.1	4.4
	"North Dakota"	"38"	"2010"	"2010"	23	672591	3.4	3.4
	"North Dakota"	"38"	"2011"	"2011"	16	685326	2.3 (Unreliable)	2.0 (Unreliable)
	"North Dakota"	"38"	"2012"	"2012"	21	702265	3.0	3.1
	"North Dakota"	"38"	"2013"	"2013"	20	723626	2.8	2.8
	"North Dakota"	"38"	"2014"	"2014"	43	740040	5.8	6.3
	"North Dakota"	"38"	"2015"	"2015"	61	756927	8.1	8.6
	"Ohio"	"39"	"1999"	"1999"	467	11335454	4.1	4.1
	"Ohio"	"39"	"2000"	"2000"	563	11353140	5.0	5.0
	"Ohio"	"39"	"2001"	"2001"	737	11387404	6.5	6.5
	"Ohio"	"39"	"2002"	"2002"	931	11407889	8.2	8.2
	"Ohio"	"39"	"2003"	"2003"	775	11434788	6.8	6.8
	"Ohio"	"39"	"2004"	"2004"	1136	11452251	9.9	9.9
	"Ohio"	"39"	"2005"	"2005"	1243	11463320	10.8	10.9
	"Ohio"	"39"	"2006"	"2006"	1515	11481213	13.2	13.2
	"Ohio"	"39"	"2007"	"2007"	1592	11500468	13.8	13.9
	"Ohio"	"39"	"2008"	"2008"	1733	11515391	15.0	15.1
	"Ohio"	"39"	"2009"	"2009"	1236	11528896	10.7	10.9
	"Ohio"	"39"	"2010"	"2010"	1835	11536504	15.9	16.1
	"Ohio"	"39"	"2011"	"2011"	2025	11545442	17.5	17.7
	"Ohio"	"39"	"2012"	"2012"	2125	11551783	18.4	18.9
	"Ohio"	"39"	"2013"	"2013"	2347	11572232	20.3	20.8
	"Ohio"	"39"	"2014"	"2014"	2744	11596998	23.7	24.6
	"Ohio"	"39"	"2015"	"2015"	3310	11613423	28.5	29.9
	"Oklahoma"	"40"	"1999"	"1999"	178	3437147	5.2	5.3
	"Oklahoma"	"40"	"2000"	"2000"	237	3450654	6.9	7.1
	"Oklahoma"	"40"	"2001"	"2001"	269	3467100	7.8	8.0
	"Oklahoma"	"40"	"2002"	"2002"	240	3489080	6.9	7.1
	"Oklahoma"	"40"	"2003"	"2003"	400	3504892	11.4	11.8
	"Oklahoma"	"40"	"2004"	"2004"	476	3525233	13.5	13.9
	"Oklahoma"	"40"	"2005"	"2005"	478	3548597	13.5	13.9
	"Oklahoma"	"40"	"2006"	"2006"	563	3594090	15.7	16.2
	"Oklahoma"	"40"	"2007"	"2007"	666	3634349	18.3	18.8
	"Oklahoma"	"40"	"2008"	"2008"	564	3668976	15.4	15.6
	"Oklahoma"	"40"	"2009"	"2009"	756	3717572	20.3	20.6
	"Oklahoma"	"40"	"2010"	"2010"	717	3751351	19.1	19.5
	"Oklahoma"	"40"	"2011"	"2011"	703	3786626	18.6	18.9
	"Oklahoma"	"40"	"2012"	"2012"	771	3817679	20.2	20.6
	"Oklahoma"	"40"	"2013"	"2013"	790	3853405	20.5	20.6
	"Oklahoma"	"40"	"2014"	"2014"	777	3879610	20.0	20.4
	"Oklahoma"	"40"	"2015"	"2015"	725	3911338	18.5	19.0
	"Oregon"	"41"	"1999"	"1999"	210	3393941	6.2	6.1
	"Oregon"	"41"	"2000"	"2000"	208	3421399	6.1	6.0
	"Oregon"	"41"	"2001"	"2001"	241	3467937	6.9	6.9
	"Oregon"	"41"	"2002"	"2002"	318	3513424	9.1	8.9
	"Oregon"	"41"	"2003"	"2003"	355	3547376	10.0	9.8
	"Oregon"	"41"	"2004"	"2004"	365	3569463	10.2	10.0
	"Oregon"	"41"	"2005"	"2005"	386	3613202	10.7	10.4
	"Oregon"	"41"	"2006"	"2006"	485	3670883	13.2	12.9
	"Oregon"	"41"	"2007"	"2007"	502	3722417	13.5	13.1
	"Oregon"	"41"	"2008"	"2008"	452	3768748	12.0	11.8
	"Oregon"	"41"	"2009"	"2009"	501	3808600	13.2	12.9
	"Oregon"	"41"	"2010"	"2010"	503	3831074	13.1	12.9
	"Oregon"	"41"	"2011"	"2011"	532	3868509	13.8	13.5
	"Oregon"	"41"	"2012"	"2012"	490	3899444	12.6	12.5
	"Oregon"	"41"	"2013"	"2013"	455	3928030	11.6	11.3
	"Oregon"	"41"	"2014"	"2014"	522	3971202	13.1	12.8
	"Oregon"	"41"	"2015"	"2015"	505	4028977	12.5	12.0
	"Pennsylvania"	"42"	"1999"	"1999"	990	12263805	8.1	8.1
	"Pennsylvania"	"42"	"2000"	"2000"	1147	12281054	9.3	9.5
	"Pennsylvania"	"42"	"2001"	"2001"	958	12298970	7.8	7.9
	"Pennsylvania"	"42"	"2002"	"2002"	1097	12331031	8.9	9.1
	"Pennsylvania"	"42"	"2003"	"2003"	1381	12374658	11.2	11.4
	"Pennsylvania"	"42"	"2004"	"2004"	1544	12410722	12.4	12.7
	"Pennsylvania"	"42"	"2005"	"2005"	1613	12449990	13.0	13.2
	"Pennsylvania"	"42"	"2006"	"2006"	1638	12510809	13.1	13.5
	"Pennsylvania"	"42"	"2007"	"2007"	1733	12563937	13.8	13.9
	"Pennsylvania"	"42"	"2008"	"2008"	1850	12612285	14.7	14.9
	"Pennsylvania"	"42"	"2009"	"2009"	1909	12666858	15.1	15.3
	"Pennsylvania"	"42"	"2010"	"2010"	1916	12702379	15.1	15.3
	"Pennsylvania"	"42"	"2011"	"2011"	2289	12745202	18.0	18.3
	"Pennsylvania"	"42"	"2012"	"2012"	2365	12772789	18.5	18.9
	"Pennsylvania"	"42"	"2013"	"2013"	2426	12783536	19.0	19.4
	"Pennsylvania"	"42"	"2014"	"2014"	2732	12793767	21.4	21.9
	"Pennsylvania"	"42"	"2015"	"2015"	3264	12802503	25.5	26.3
	"Rhode Island"	"44"	"1999"	"1999"	58	1040402	5.6	5.5
	"Rhode Island"	"44"	"2000"	"2000"	74	1048319	7.1	7.0
	"Rhode Island"	"44"	"2001"	"2001"	110	1057142	10.4	10.2
	"Rhode Island"	"44"	"2002"	"2002"	99	1065995	9.3	9.4
	"Rhode Island"	"44"	"2003"	"2003"	146	1071342	13.6	13.7
	"Rhode Island"	"44"	"2004"	"2004"	106	1074579	9.9	9.8
	"Rhode Island"	"44"	"2005"	"2005"	156	1067916	14.6	14.3
	"Rhode Island"	"44"	"2006"	"2006"	175	1063096	16.5	16.4
	"Rhode Island"	"44"	"2007"	"2007"	135	1057315	12.8	12.4
	"Rhode Island"	"44"	"2008"	"2008"	185	1055003	17.5	17.3
	"Rhode Island"	"44"	"2009"	"2009"	161	1053646	15.3	14.8
	"Rhode Island"	"44"	"2010"	"2010"	167	1052567	15.9	15.5
	"Rhode Island"	"44"	"2011"	"2011"	190	1051856	18.1	17.6
	"Rhode Island"	"44"	"2012"	"2012"	196	1052393	18.6	18.2
	"Rhode Island"	"44"	"2013"	"2013"	241	1052856	22.9	22.3
	"Rhode Island"	"44"	"2014"	"2014"	247	1054907	23.4	23.3
	"Rhode Island"	"44"	"2015"	"2015"	310	1056298	29.3	28.2
	"South Carolina"	"45"	"1999"	"1999"	147	3974682	3.7	3.7
	"South Carolina"	"45"	"2000"	"2000"	258	4012012	6.4	6.4
	"South Carolina"	"45"	"2001"	"2001"	242	4064995	6.0	5.9
	"South Carolina"	"45"	"2002"	"2002"	217	4107795	5.3	5.3
	"South Carolina"	"45"	"2003"	"2003"	287	4150297	6.9	7.0
	"South Carolina"	"45"	"2004"	"2004"	356	4210921	8.5	8.5
	"South Carolina"	"45"	"2005"	"2005"	427	4270150	10.0	9.9
	"South Carolina"	"45"	"2006"	"2006"	554	4357847	12.7	12.7
	"South Carolina"	"45"	"2007"	"2007"	545	4444110	12.3	12.2
	"South Carolina"	"45"	"2008"	"2008"	565	4528996	12.5	12.5
	"South Carolina"	"45"	"2009"	"2009"	615	4589872	13.4	13.3
	"South Carolina"	"45"	"2010"	"2010"	678	4625364	14.7	14.6
	"South Carolina"	"45"	"2011"	"2011"	618	4672733	13.2	13.3
	"South Carolina"	"45"	"2012"	"2012"	587	4721341	12.4	12.5
	"South Carolina"	"45"	"2013"	"2013"	620	4768498	13.0	13.0
	"South Carolina"	"45"	"2014"	"2014"	701	4829160	14.5	14.5
	"South Carolina"	"45"	"2015"	"2015"	761	4896146	15.5	15.7
	"South Dakota"	"46"	"1999"	"1999"	17	750412	2.3 (Unreliable)	2.4 (Unreliable)
	"South Dakota"	"46"	"2000"	"2000"	20	754844	2.6	2.8
	"South Dakota"	"46"	"2001"	"2001"	24	757972	3.2	3.2
	"South Dakota"	"46"	"2002"	"2002"	22	760020	2.9	3.0
	"South Dakota"	"46"	"2003"	"2003"	24	763729	3.1	3.3
	"South Dakota"	"46"	"2004"	"2004"	43	770396	5.6	5.8
	"South Dakota"	"46"	"2005"	"2005"	40	775493	5.2	5.5
	"South Dakota"	"46"	"2006"	"2006"	37	783033	4.7	5.1
	"South Dakota"	"46"	"2007"	"2007"	32	791623	4.0	4.1
	"South Dakota"	"46"	"2008"	"2008"	54	799124	6.8	7.3
	"South Dakota"	"46"	"2009"	"2009"	49	807067	6.1	6.7
	"South Dakota"	"46"	"2010"	"2010"	45	814180	5.5	6.3
	"South Dakota"	"46"	"2011"	"2011"	57	824289	6.9	7.1
	"South Dakota"	"46"	"2012"	"2012"	42	834631	5.0	5.5
	"South Dakota"	"46"	"2013"	"2013"	55	845270	6.5	6.9
	"South Dakota"	"46"	"2014"	"2014"	63	853304	7.4	7.8
	"South Dakota"	"46"	"2015"	"2015"	65	858469	7.6	8.4
	"Tennessee"	"47"	"1999"	"1999"	344	5638706	6.1	6.0
	"Tennessee"	"47"	"2000"	"2000"	397	5689283	7.0	6.9
	"Tennessee"	"47"	"2001"	"2001"	424	5750789	7.4	7.3
	"Tennessee"	"47"	"2002"	"2002"	491	5795918	8.5	8.4
	"Tennessee"	"47"	"2003"	"2003"	662	5847812	11.3	11.3
	"Tennessee"	"47"	"2004"	"2004"	763	5910809	12.9	12.8
	"Tennessee"	"47"	"2005"	"2005"	872	5991057	14.6	14.5
	"Tennessee"	"47"	"2006"	"2006"	975	6088766	16.0	16.0
	"Tennessee"	"47"	"2007"	"2007"	985	6175727	15.9	15.8
	"Tennessee"	"47"	"2008"	"2008"	938	6247411	15.0	14.8
	"Tennessee"	"47"	"2009"	"2009"	962	6306019	15.3	15.1
	"Tennessee"	"47"	"2010"	"2010"	1080	6346105	17.0	16.9
	"Tennessee"	"47"	"2011"	"2011"	1090	6398408	17.0	17.2
	"Tennessee"	"47"	"2012"	"2012"	1131	6455469	17.5	17.6
	"Tennessee"	"47"	"2013"	"2013"	1187	6496130	18.3	18.1
	"Tennessee"	"47"	"2014"	"2014"	1269	6547779	19.4	19.5
	"Tennessee"	"47"	"2015"	"2015"	1457	6600299	22.1	22.2
	"Texas"	"48"	"1999"	"1999"	1087	20558220	5.3	5.4
	"Texas"	"48"	"2000"	"2000"	1021	20851820	4.9	5.0
	"Texas"	"48"	"2001"	"2001"	1374	21319622	6.4	6.6
	"Texas"	"48"	"2002"	"2002"	1598	21690325	7.4	7.5
	"Texas"	"48"	"2003"	"2003"	1753	22030931	8.0	8.1
	"Texas"	"48"	"2004"	"2004"	1813	22394023	8.1	8.2
	"Texas"	"48"	"2005"	"2005"	1910	22778123	8.4	8.5
	"Texas"	"48"	"2006"	"2006"	2191	23359580	9.4	9.5
	"Texas"	"48"	"2007"	"2007"	2194	23831983	9.2	9.3
	"Texas"	"48"	"2008"	"2008"	2053	24309039	8.4	8.6
	"Texas"	"48"	"2009"	"2009"	2409	24801761	9.7	9.8
	"Texas"	"48"	"2010"	"2010"	2399	25145561	9.5	9.6
	"Texas"	"48"	"2011"	"2011"	2589	25654464	10.1	10.1
	"Texas"	"48"	"2012"	"2012"	2447	26089741	9.4	9.4
	"Texas"	"48"	"2013"	"2013"	2446	26500674	9.2	9.3
	"Texas"	"48"	"2014"	"2014"	2601	26979078	9.6	9.7
	"Texas"	"48"	"2015"	"2015"	2588	27469114	9.4	9.4
	"Utah"	"49"	"1999"	"1999"	205	2203482	9.3	10.6
	"Utah"	"49"	"2000"	"2000"	210	2233169	9.4	10.4
	"Utah"	"49"	"2001"	"2001"	209	2283715	9.2	10.4
	"Utah"	"49"	"2002"	"2002"	288	2324815	12.4	14.0
	"Utah"	"49"	"2003"	"2003"	353	2360137	15.0	16.1
	"Utah"	"49"	"2004"	"2004"	358	2401580	14.9	16.3
	"Utah"	"49"	"2005"	"2005"	438	2457719	17.8	19.3
	"Utah"	"49"	"2006"	"2006"	444	2525507	17.6	19.1
	"Utah"	"49"	"2007"	"2007"	511	2597746	19.7	21.3
	"Utah"	"49"	"2008"	"2008"	468	2663029	17.6	19.0
