"Notes"	"Year"	"Year Code"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"2001"	"2001"	"Ohio"	"39"	"NonCore (non-metro)"	"6"	17	452252	3.8 (Unreliable)	3.9 (Unreliable)
	"2001"	"2001"	"Oklahoma"	"40"	"Large Central Metro"	"1"	55	664836	8.3	8.3
	"2001"	"2001"	"Oklahoma"	"40"	"Large Fringe Metro"	"2"	28	444024	6.3	6.3
	"2001"	"2001"	"Oklahoma"	"40"	"Medium Metro"	"3"	84	954928	8.8	8.9
	"2001"	"2001"	"Oklahoma"	"40"	"Micropolitan (non-metro)"	"5"	52	750791	6.9	7.5
	"2001"	"2001"	"Oklahoma"	"40"	"NonCore (non-metro)"	"6"	43	532566	8.1	8.7
	"2001"	"2001"	"Oregon"	"41"	"Large Central Metro"	"1"	81	669690	12.1	11.5
	"2001"	"2001"	"Oregon"	"41"	"Large Fringe Metro"	"2"	47	934418	5.0	4.9
	"2001"	"2001"	"Oregon"	"41"	"Medium Metro"	"3"	50	676436	7.4	7.4
	"2001"	"2001"	"Oregon"	"41"	"Small Metro"	"4"	26	562848	4.6	4.7
	"2001"	"2001"	"Oregon"	"41"	"Micropolitan (non-metro)"	"5"	29	529024	5.5	5.5
	"2001"	"2001"	"Pennsylvania"	"42"	"Large Central Metro"	"1"	426	2777871	15.3	15.8
	"2001"	"2001"	"Pennsylvania"	"42"	"Large Fringe Metro"	"2"	228	3547998	6.4	6.5
	"2001"	"2001"	"Pennsylvania"	"42"	"Medium Metro"	"3"	187	3351622	5.6	5.6
	"2001"	"2001"	"Pennsylvania"	"42"	"Small Metro"	"4"	49	1106439	4.4	4.5
	"2001"	"2001"	"Pennsylvania"	"42"	"Micropolitan (non-metro)"	"5"	54	1097975	4.9	5.1
	"2001"	"2001"	"Pennsylvania"	"42"	"NonCore (non-metro)"	"6"	14	417065	3.4 (Unreliable)	3.4 (Unreliable)
	"2001"	"2001"	"Rhode Island"	"44"	"Large Central Metro"	"1"	67	626935	10.7	10.7
	"2001"	"2001"	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	43	430207	10.0	9.5
	"2001"	"2001"	"South Carolina"	"45"	"Large Fringe Metro"	"2"	12	265417	4.5 (Unreliable)	4.4 (Unreliable)
	"2001"	"2001"	"South Carolina"	"45"	"Medium Metro"	"3"	192	2608324	7.4	7.3
	"2001"	"2001"	"South Carolina"	"45"	"Small Metro"	"4"	10	445443	2.2 (Unreliable)	2.3 (Unreliable)
	"2001"	"2001"	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	21	426059	4.9	4.9
	"2001"	"2001"	"South Dakota"	"46"	"Small Metro"	"4"	13	325962	4.0 (Unreliable)	4.1 (Unreliable)
	"2001"	"2001"	"Tennessee"	"47"	"Large Central Metro"	"1"	137	1473464	9.3	9.2
	"2001"	"2001"	"Tennessee"	"47"	"Large Fringe Metro"	"2"	48	917907	5.2	5.1
	"2001"	"2001"	"Tennessee"	"47"	"Medium Metro"	"3"	115	1449541	7.9	7.9
	"2001"	"2001"	"Tennessee"	"47"	"Small Metro"	"4"	29	514690	5.6	5.6
	"2001"	"2001"	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	55	764885	7.2	7.5
	"2001"	"2001"	"Tennessee"	"47"	"NonCore (non-metro)"	"6"	40	630302	6.3	6.6
	"2001"	"2001"	"Texas"	"48"	"Large Central Metro"	"1"	743	10009452	7.4	7.4
	"2001"	"2001"	"Texas"	"48"	"Large Fringe Metro"	"2"	199	3254215	6.1	6.0
	"2001"	"2001"	"Texas"	"48"	"Medium Metro"	"3"	197	3685882	5.3	5.8
	"2001"	"2001"	"Texas"	"48"	"Small Metro"	"4"	89	1511270	5.9	6.2
	"2001"	"2001"	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	73	1509865	4.8	5.1
	"2001"	"2001"	"Texas"	"48"	"NonCore (non-metro)"	"6"	73	1348938	5.4	5.7
	"2001"	"2001"	"Utah"	"49"	"Large Central Metro"	"1"	116	910750	12.7	13.7
	"2001"	"2001"	"Utah"	"49"	"Medium Metro"	"3"	60	889518	6.7	8.0
	"2001"	"2001"	"Utah"	"49"	"Small Metro"	"4"	11	187343	5.9 (Unreliable)	7.7 (Unreliable)
	"2001"	"2001"	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	10	127502	7.8 (Unreliable)	8.3 (Unreliable)
	"2001"	"2001"	"Vermont"	"50"	"Small Metro"	"4"	13	201361	6.5 (Unreliable)	6.1 (Unreliable)
	"2001"	"2001"	"Vermont"	"50"	"Micropolitan (non-metro)"	"5"	22	251284	8.8	8.9
	"2001"	"2001"	"Virginia"	"51"	"Large Central Metro"	"1"	94	1183778	7.9	7.7
	"2001"	"2001"	"Virginia"	"51"	"Large Fringe Metro"	"2"	185	3690364	5.0	4.8
	"2001"	"2001"	"Virginia"	"51"	"Medium Metro"	"3"	48	610944	7.9	8.0
	"2001"	"2001"	"Virginia"	"51"	"Small Metro"	"4"	44	666548	6.6	6.7
	"2001"	"2001"	"Virginia"	"51"	"Micropolitan (non-metro)"	"5"	37	287946	12.8	13.1
	"2001"	"2001"	"Virginia"	"51"	"NonCore (non-metro)"	"6"	51	758782	6.7	7.2
	"2001"	"2001"	"Washington"	"53"	"Large Central Metro"	"1"	144	1754090	8.2	7.6
	"2001"	"2001"	"Washington"	"53"	"Large Fringe Metro"	"2"	132	1705881	7.7	7.5
	"2001"	"2001"	"Washington"	"53"	"Medium Metro"	"3"	91	1118287	8.1	8.1
	"2001"	"2001"	"Washington"	"53"	"Small Metro"	"4"	81	770985	10.5	11.0
	"2001"	"2001"	"Washington"	"53"	"Micropolitan (non-metro)"	"5"	39	492885	7.9	8.6
	"2001"	"2001"	"Washington"	"53"	"NonCore (non-metro)"	"6"	12	143594	8.4 (Unreliable)	9.3 (Unreliable)
	"2001"	"2001"	"West Virginia"	"54"	"Medium Metro"	"3"	39	290932	13.4	13.3
	"2001"	"2001"	"West Virginia"	"54"	"Small Metro"	"4"	68	752265	9.0	8.9
	"2001"	"2001"	"West Virginia"	"54"	"Micropolitan (non-metro)"	"5"	38	301046	12.6	13.2
	"2001"	"2001"	"West Virginia"	"54"	"NonCore (non-metro)"	"6"	58	413890	14.0	14.5
	"2001"	"2001"	"Wisconsin"	"55"	"Large Central Metro"	"1"	93	939305	9.9	10.2
	"2001"	"2001"	"Wisconsin"	"55"	"Large Fringe Metro"	"2"	39	822829	4.7	4.5
	"2001"	"2001"	"Wisconsin"	"55"	"Medium Metro"	"3"	39	874085	4.5	4.2
	"2001"	"2001"	"Wisconsin"	"55"	"Small Metro"	"4"	53	1300814	4.1	4.1
	"2001"	"2001"	"Wisconsin"	"55"	"Micropolitan (non-metro)"	"5"	22	751307	2.9	2.9
	"2001"	"2001"	"Wisconsin"	"55"	"NonCore (non-metro)"	"6"	23	718495	3.2	3.4
	"2001"	"2001"	"Wyoming"	"56"	"Micropolitan (non-metro)"	"5"	10	204424	4.9 (Unreliable)	4.9 (Unreliable)
	"2002"	"2002"	"Alabama"	"01"	"Large Central Metro"	"1"	47	657518	7.1	7.1
	"2002"	"2002"	"Alabama"	"01"	"Large Fringe Metro"	"2"	19	405448	4.7 (Unreliable)	4.8 (Unreliable)
	"2002"	"2002"	"Alabama"	"01"	"Medium Metro"	"3"	55	1153138	4.8	4.8
	"2002"	"2002"	"Alabama"	"01"	"Small Metro"	"4"	49	1107921	4.4	4.4
	"2002"	"2002"	"Alabama"	"01"	"Micropolitan (non-metro)"	"5"	17	511793	3.3 (Unreliable)	3.4 (Unreliable)
	"2002"	"2002"	"Alabama"	"01"	"NonCore (non-metro)"	"6"	24	644271	3.7	3.9
	"2002"	"2002"	"Alaska"	"02"	"Medium Metro"	"3"	57	332582	17.1	15.7
	"2002"	"2002"	"Alaska"	"02"	"Small Metro"	"4"	11	86095	12.8 (Unreliable)	12.6 (Unreliable)
	"2002"	"2002"	"Alaska"	"02"	"NonCore (non-metro)"	"6"	13	179349	7.2 (Unreliable)	6.8 (Unreliable)
	"2002"	"2002"	"Arizona"	"04"	"Large Central Metro"	"1"	341	3255388	10.5	10.7
	"2002"	"2002"	"Arizona"	"04"	"Large Fringe Metro"	"2"	22	197082	11.2	12.1
	"2002"	"2002"	"Arizona"	"04"	"Medium Metro"	"3"	161	874267	18.4	19.0
	"2002"	"2002"	"Arizona"	"04"	"Small Metro"	"4"	63	750070	8.4	9.0
	"2002"	"2002"	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	28	224834	12.5	13.0
	"2002"	"2002"	"Arkansas"	"05"	"Medium Metro"	"3"	89	1142314	7.8	8.0
	"2002"	"2002"	"Arkansas"	"05"	"Small Metro"	"4"	16	359122	4.5 (Unreliable)	4.7 (Unreliable)
	"2002"	"2002"	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	38	561322	6.8	7.3
	"2002"	"2002"	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	29	592547	4.9	5.5
	"2002"	"2002"	"California"	"06"	"Large Central Metro"	"1"	1826	22406916	8.1	8.2
	"2002"	"2002"	"California"	"06"	"Large Fringe Metro"	"2"	282	4400991	6.4	6.4
	"2002"	"2002"	"California"	"06"	"Medium Metro"	"3"	600	6190032	9.7	10.1
	"2002"	"2002"	"California"	"06"	"Small Metro"	"4"	121	1061702	11.4	11.8
	"2002"	"2002"	"California"	"06"	"Micropolitan (non-metro)"	"5"	121	546361	22.1	21.0
	"2002"	"2002"	"California"	"06"	"NonCore (non-metro)"	"6"	25	265841	9.4	9.2
	"2002"	"2002"	"Colorado"	"08"	"Large Central Metro"	"1"	102	556790	18.3	18.6
	"2002"	"2002"	"Colorado"	"08"	"Large Fringe Metro"	"2"	155	1686412	9.2	8.8
	"2002"	"2002"	"Colorado"	"08"	"Medium Metro"	"3"	114	1336341	8.5	8.5
	"2002"	"2002"	"Colorado"	"08"	"Small Metro"	"4"	26	268977	9.7	10.1
	"2002"	"2002"	"Colorado"	"08"	"Micropolitan (non-metro)"	"5"	27	342064	7.9	7.4
	"2002"	"2002"	"Colorado"	"08"	"NonCore (non-metro)"	"6"	24	299822	8.0	8.0
	"2002"	"2002"	"Connecticut"	"09"	"Large Central Metro"	"1"	90	867451	10.4	10.5
	"2002"	"2002"	"Connecticut"	"09"	"Large Fringe Metro"	"2"	18	301549	6.0 (Unreliable)	5.7 (Unreliable)
	"2002"	"2002"	"Connecticut"	"09"	"Medium Metro"	"3"	233	2103775	11.1	11.1
	"2002"	"2002"	"Connecticut"	"09"	"Micropolitan (non-metro)"	"5"	13	185974	7.0 (Unreliable)	7.8 (Unreliable)
	"2002"	"2002"	"Delaware"	"10"	"Large Fringe Metro"	"2"	60	510158	11.8	11.5
	"2002"	"2002"	"Delaware"	"10"	"Medium Metro"	"3"	15	164187	9.1 (Unreliable)	9.7 (Unreliable)
	"2002"	"2002"	"District of Columbia"	"11"	"Large Central Metro"	"1"	61	573158	10.6	10.9
	"2002"	"2002"	"Florida"	"12"	"Large Central Metro"	"1"	583	6051377	9.6	9.5
	"2002"	"2002"	"Florida"	"12"	"Large Fringe Metro"	"2"	639	4564981	14.0	14.4
	"2002"	"2002"	"Florida"	"12"	"Medium Metro"	"3"	524	4490485	11.7	12.4
	"2002"	"2002"	"Florida"	"12"	"Small Metro"	"4"	114	929066	12.3	13.7
	"2002"	"2002"	"Florida"	"12"	"Micropolitan (non-metro)"	"5"	37	340115	10.9	11.3
	"2002"	"2002"	"Florida"	"12"	"NonCore (non-metro)"	"6"	30	313346	9.6	9.7
	"2002"	"2002"	"Georgia"	"13"	"Large Central Metro"	"1"	60	815224	7.4	7.1
	"2002"	"2002"	"Georgia"	"13"	"Large Fringe Metro"	"2"	235	3674064	6.4	6.1
	"2002"	"2002"	"Georgia"	"13"	"Medium Metro"	"3"	59	1018706	5.8	5.9
	"2002"	"2002"	"Georgia"	"13"	"Small Metro"	"4"	102	1363723	7.5	7.7
	"2002"	"2002"	"Georgia"	"13"	"Micropolitan (non-metro)"	"5"	56	900170	6.2	6.5
	"2002"	"2002"	"Georgia"	"13"	"NonCore (non-metro)"	"6"	51	736369	6.9	7.2
	"2002"	"2002"	"Hawaii"	"15"	"Medium Metro"	"3"	60	890473	6.7	6.8
	"2002"	"2002"	"Hawaii"	"15"	"Micropolitan (non-metro)"	"5"	14	214557	6.5 (Unreliable)	5.9 (Unreliable)
	"2002"	"2002"	"Idaho"	"16"	"Medium Metro"	"3"	47	499994	9.4	9.8
	"2002"	"2002"	"Idaho"	"16"	"Small Metro"	"4"	41	346720	11.8	12.4
	"2002"	"2002"	"Idaho"	"16"	"Micropolitan (non-metro)"	"5"	18	360992	5.0 (Unreliable)	5.5 (Unreliable)
	"2002"	"2002"	"Idaho"	"16"	"NonCore (non-metro)"	"6"	11	132666	8.3 (Unreliable)	8.3 (Unreliable)
	"2002"	"2002"	"Illinois"	"17"	"Large Central Metro"	"1"	518	5328775	9.7	9.8
	"2002"	"2002"	"Illinois"	"17"	"Large Fringe Metro"	"2"	254	3721430	6.8	6.8
	"2002"	"2002"	"Illinois"	"17"	"Medium Metro"	"3"	61	907713	6.7	6.9
	"2002"	"2002"	"Illinois"	"17"	"Small Metro"	"4"	68	1021841	6.7	6.9
	"2002"	"2002"	"Illinois"	"17"	"Micropolitan (non-metro)"	"5"	49	911222	5.4	5.5
	"2002"	"2002"	"Illinois"	"17"	"NonCore (non-metro)"	"6"	36	634575	5.7	6.0
	"2002"	"2002"	"Indiana"	"18"	"Large Central Metro"	"1"	66	866210	7.6	7.6
	"2002"	"2002"	"Indiana"	"18"	"Large Fringe Metro"	"2"	73	1837274	4.0	4.0
	"2002"	"2002"	"Indiana"	"18"	"Medium Metro"	"3"	29	914529	3.2	3.2
	"2002"	"2002"	"Indiana"	"18"	"Small Metro"	"4"	42	1067043	3.9	4.2
	"2002"	"2002"	"Indiana"	"18"	"Micropolitan (non-metro)"	"5"	59	1006705	5.9	6.0
	"2002"	"2002"	"Indiana"	"18"	"NonCore (non-metro)"	"6"	24	464206	5.2	5.4
	"2002"	"2002"	"Iowa"	"19"	"Medium Metro"	"3"	39	1014875	3.8	3.8
	"2002"	"2002"	"Iowa"	"19"	"Small Metro"	"4"	20	597102	3.3	3.6
	"2002"	"2002"	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	13	501905	2.6 (Unreliable)	2.6 (Unreliable)
	"2002"	"2002"	"Iowa"	"19"	"NonCore (non-metro)"	"6"	19	820352	2.3 (Unreliable)	2.4 (Unreliable)
	"2002"	"2002"	"Kansas"	"20"	"Large Fringe Metro"	"2"	49	742326	6.6	6.5
	"2002"	"2002"	"Kansas"	"20"	"Medium Metro"	"3"	41	588719	7.0	7.0
	"2002"	"2002"	"Kansas"	"20"	"Small Metro"	"4"	41	417298	9.8	10.8
	"2002"	"2002"	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	22	544759	4.0	4.2
	"2002"	"2002"	"Kansas"	"20"	"NonCore (non-metro)"	"6"	17	420433	4.0 (Unreliable)	4.6 (Unreliable)
	"2002"	"2002"	"Kentucky"	"21"	"Large Central Metro"	"1"	58	699810	8.3	8.2
	"2002"	"2002"	"Kentucky"	"21"	"Large Fringe Metro"	"2"	66	572672	11.5	11.2
	"2002"	"2002"	"Kentucky"	"21"	"Medium Metro"	"3"	62	635715	9.8	9.6
	"2002"	"2002"	"Kentucky"	"21"	"Small Metro"	"4"	25	385291	6.5	6.6
	"2002"	"2002"	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	76	794769	9.6	9.8
	"2002"	"2002"	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	139	1001618	13.9	14.3
	"2002"	"2002"	"Louisiana"	"22"	"Large Central Metro"	"1"	14	489722	2.9 (Unreliable)	2.8 (Unreliable)
	"2002"	"2002"	"Louisiana"	"22"	"Large Fringe Metro"	"2"	154	864916	17.8	17.9
	"2002"	"2002"	"Louisiana"	"22"	"Medium Metro"	"3"	96	1563690	6.1	6.2
	"2002"	"2002"	"Louisiana"	"22"	"Small Metro"	"4"	46	808292	5.7	5.9
	"2002"	"2002"	"Louisiana"	"22"	"Micropolitan (non-metro)"	"5"	36	400734	9.0	9.4
	"2002"	"2002"	"Louisiana"	"22"	"NonCore (non-metro)"	"6"	19	369913	5.1 (Unreliable)	5.4 (Unreliable)
	"2002"	"2002"	"Maine"	"23"	"Medium Metro"	"3"	72	500178	14.4	14.4
	"2002"	"2002"	"Maine"	"23"	"Small Metro"	"4"	20	252361	7.9	8.1
	"2002"	"2002"	"Maine"	"23"	"Micropolitan (non-metro)"	"5"	14	118611	11.8 (Unreliable)	11.9 (Unreliable)
	"2002"	"2002"	"Maine"	"23"	"NonCore (non-metro)"	"6"	33	424810	7.8	8.5
	"2002"	"2002"	"Maryland"	"24"	"Large Central Metro"	"1"	284	634115	44.8	45.8
	"2002"	"2002"	"Maryland"	"24"	"Large Fringe Metro"	"2"	391	4201906	9.3	9.0
	"2002"	"2002"	"Maryland"	"24"	"Medium Metro"	"3"	27	295707	9.1	9.4
	"2002"	"2002"	"Maryland"	"24"	"Small Metro"	"4"	11	164023	6.7 (Unreliable)	6.6 (Unreliable)
	"2002"	"2002"	"Massachusetts"	"25"	"Large Central Metro"	"1"	108	701333	15.4	15.6
	"2002"	"2002"	"Massachusetts"	"25"	"Large Fringe Metro"	"2"	403	3879393	10.4	10.1
	"2002"	"2002"	"Massachusetts"	"25"	"Medium Metro"	"3"	153	1380731	11.1	11.1
	"2002"	"2002"	"Massachusetts"	"25"	"Small Metro"	"4"	38	358950	10.6	11.5
	"2002"	"2002"	"Michigan"	"26"	"Large Central Metro"	"1"	232	2610073	8.9	9.1
	"2002"	"2002"	"Michigan"	"26"	"Large Fringe Metro"	"2"	209	2798545	7.5	7.2
	"2002"	"2002"	"Michigan"	"26"	"Medium Metro"	"3"	101	1598547	6.3	6.3
	"2002"	"2002"	"Michigan"	"26"	"Small Metro"	"4"	86	1183049	7.3	7.3
	"2002"	"2002"	"Michigan"	"26"	"Micropolitan (non-metro)"	"5"	68	1122727	6.1	6.2
	"2002"	"2002"	"Michigan"	"26"	"NonCore (non-metro)"	"6"	55	702769	7.8	8.3
	"2002"	"2002"	"Minnesota"	"27"	"Large Central Metro"	"1"	107	1631311	6.6	6.4
	"2002"	"2002"	"Minnesota"	"27"	"Large Fringe Metro"	"2"	43	1379071	3.1	3.1
	"2002"	"2002"	"Minnesota"	"27"	"Small Metro"	"4"	11	554390	2.0 (Unreliable)	2.0 (Unreliable)
	"2002"	"2002"	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	17	631371	2.7 (Unreliable)	2.7 (Unreliable)
	"2002"	"2002"	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	16	589533	2.7 (Unreliable)	3.1 (Unreliable)
	"2002"	"2002"	"Mississippi"	"28"	"Medium Metro"	"3"	91	901821	10.1	10.2
	"2002"	"2002"	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	46	954465	4.8	5.1
	"2002"	"2002"	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	29	678651	4.3	4.5
	"2002"	"2002"	"Missouri"	"29"	"Large Central Metro"	"1"	107	997222	10.7	10.8
	"2002"	"2002"	"Missouri"	"29"	"Large Fringe Metro"	"2"	143	2141754	6.7	6.7
	"2002"	"2002"	"Missouri"	"29"	"Medium Metro"	"3"	44	402241	10.9	11.1
	"2002"	"2002"	"Missouri"	"29"	"Small Metro"	"4"	34	640787	5.3	5.4
	"2002"	"2002"	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	35	667519	5.2	5.7
	"2002"	"2002"	"Missouri"	"29"	"NonCore (non-metro)"	"6"	53	825302	6.4	7.0
	"2002"	"2002"	"Montana"	"30"	"Small Metro"	"4"	32	321707	9.9	9.9
	"2002"	"2002"	"Montana"	"30"	"Micropolitan (non-metro)"	"5"	16	249495	6.4 (Unreliable)	6.4 (Unreliable)
	"2002"	"2002"	"Montana"	"30"	"NonCore (non-metro)"	"6"	30	340465	8.8	9.6
	"2002"	"2002"	"Nebraska"	"31"	"Medium Metro"	"3"	47	940125	5.0	5.0
	"2002"	"2002"	"Nevada"	"32"	"Large Central Metro"	"1"	245	1522962	16.1	16.0
	"2002"	"2002"	"Nevada"	"32"	"Medium Metro"	"3"	49	365706	13.4	13.1
	"2002"	"2002"	"Nevada"	"32"	"Micropolitan (non-metro)"	"5"	23	200175	11.5	12.1
	"2002"	"2002"	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	22	402029	5.5	5.3
	"2002"	"2002"	"New Hampshire"	"33"	"Medium Metro"	"3"	37	389665	9.5	9.2
	"2002"	"2002"	"New Hampshire"	"33"	"Micropolitan (non-metro)"	"5"	47	432321	10.9	11.0
	"2002"	"2002"	"New Jersey"	"34"	"Large Central Metro"	"1"	238	1938804	12.3	12.1
	"2002"	"2002"	"New Jersey"	"34"	"Large Fringe Metro"	"2"	505	5642879	8.9	8.9
	"2002"	"2002"	"New Jersey"	"34"	"Medium Metro"	"3"	52	721972	7.2	7.0
	"2002"	"2002"	"New Jersey"	"34"	"Small Metro"	"4"	18	248988	7.2 (Unreliable)	7.6 (Unreliable)
	"2002"	"2002"	"New Mexico"	"35"	"Medium Metro"	"3"	159	757716	21.0	20.9
	"2002"	"2002"	"New Mexico"	"35"	"Small Metro"	"4"	43	431449	10.0	10.7
	"2002"	"2002"	"New Mexico"	"35"	"Micropolitan (non-metro)"	"5"	73	566647	12.9	14.1
	"2002"	"2002"	"New Mexico"	"35"	"NonCore (non-metro)"	"6"	12	99497	12.1 (Unreliable)	13.6 (Unreliable)
	"2002"	"2002"	"New York"	"36"	"Large Central Metro"	"1"	731	9756942	7.5	7.5
	"2002"	"2002"	"New York"	"36"	"Large Fringe Metro"	"2"	101	5311293	1.9	1.9
	"2002"	"2002"	"New York"	"36"	"Medium Metro"	"3"	41	1787043	2.3	2.3
	"2002"	"2002"	"New York"	"36"	"Small Metro"	"4"	17	858436	2.0 (Unreliable)	2.1 (Unreliable)
	"2002"	"2002"	"New York"	"36"	"Micropolitan (non-metro)"	"5"	22	1019341	2.2	2.1
	"2002"	"2002"	"New York"	"36"	"NonCore (non-metro)"	"6"	11	404745	2.7 (Unreliable)	2.7 (Unreliable)
	"2002"	"2002"	"North Carolina"	"37"	"Large Central Metro"	"1"	75	1412814	5.3	5.0
	"2002"	"2002"	"North Carolina"	"37"	"Large Fringe Metro"	"2"	98	1012498	9.7	9.5
	"2002"	"2002"	"North Carolina"	"37"	"Medium Metro"	"3"	259	3042414	8.5	8.5
	"2002"	"2002"	"North Carolina"	"37"	"Small Metro"	"4"	56	802431	7.0	7.2
	"2002"	"2002"	"North Carolina"	"37"	"Micropolitan (non-metro)"	"5"	111	1445509	7.7	7.7
	"2002"	"2002"	"North Carolina"	"37"	"NonCore (non-metro)"	"6"	48	610535	7.9	8.3
	"2002"	"2002"	"Ohio"	"39"	"Large Central Metro"	"1"	300	3292576	9.1	9.1
	"2002"	"2002"	"Ohio"	"39"	"Large Fringe Metro"	"2"	137	2142225	6.4	6.4
	"2002"	"2002"	"Ohio"	"39"	"Medium Metro"	"3"	341	3065908	11.1	11.3
	"2002"	"2002"	"Ohio"	"39"	"Small Metro"	"4"	27	522819	5.2	5.2
	"2002"	"2002"	"Ohio"	"39"	"Micropolitan (non-metro)"	"5"	102	1930106	5.3	5.4
	"2002"	"2002"	"Ohio"	"39"	"NonCore (non-metro)"	"6"	24	454255	5.3	5.6
	"2002"	"2002"	"Oklahoma"	"40"	"Large Central Metro"	"1"	45	671120	6.7	7.0
	"2002"	"2002"	"Oklahoma"	"40"	"Large Fringe Metro"	"2"	20	451121	4.4	4.5
	"2002"	"2002"	"Oklahoma"	"40"	"Medium Metro"	"3"	82	962735	8.5	8.6
	"2002"	"2002"	"Oklahoma"	"40"	"Micropolitan (non-metro)"	"5"	50	752273	6.6	6.9
	"2002"	"2002"	"Oklahoma"	"40"	"NonCore (non-metro)"	"6"	37	531942	7.0	7.5
	"2002"	"2002"	"Oregon"	"41"	"Large Central Metro"	"1"	98	676653	14.5	13.8
	"2002"	"2002"	"Oregon"	"41"	"Large Fringe Metro"	"2"	57	949974	6.0	5.8
	"2002"	"2002"	"Oregon"	"41"	"Medium Metro"	"3"	61	684174	8.9	9.2
	"2002"	"2002"	"Oregon"	"41"	"Small Metro"	"4"	38	574427	6.6	6.8
	"2002"	"2002"	"Oregon"	"41"	"Micropolitan (non-metro)"	"5"	61	532890	11.4	11.8
	"2002"	"2002"	"Pennsylvania"	"42"	"Large Central Metro"	"1"	435	2764070	15.7	16.2
	"2002"	"2002"	"Pennsylvania"	"42"	"Large Fringe Metro"	"2"	270	3564818	7.6	7.8
	"2002"	"2002"	"Pennsylvania"	"42"	"Medium Metro"	"3"	240	3372112	7.1	7.3
	"2002"	"2002"	"Pennsylvania"	"42"	"Small Metro"	"4"	69	1115928	6.2	6.2
	"2002"	"2002"	"Pennsylvania"	"42"	"Micropolitan (non-metro)"	"5"	62	1097100	5.7	5.8
	"2002"	"2002"	"Pennsylvania"	"42"	"NonCore (non-metro)"	"6"	21	417003	5.0	5.3
	"2002"	"2002"	"Rhode Island"	"44"	"Large Central Metro"	"1"	64	632252	10.1	10.4
	"2002"	"2002"	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	35	433743	8.1	8.2
	"2002"	"2002"	"South Carolina"	"45"	"Large Fringe Metro"	"2"	16	270386	5.9 (Unreliable)	5.9 (Unreliable)
	"2002"	"2002"	"South Carolina"	"45"	"Medium Metro"	"3"	164	2637317	6.2	6.2
	"2002"	"2002"	"South Carolina"	"45"	"Small Metro"	"4"	19	451362	4.2 (Unreliable)	4.3 (Unreliable)
	"2002"	"2002"	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	11	429115	2.6 (Unreliable)	2.7 (Unreliable)
	"2002"	"2002"	"South Dakota"	"46"	"Small Metro"	"4"	14	329975	4.2 (Unreliable)	4.2 (Unreliable)
	"2002"	"2002"	"Tennessee"	"47"	"Large Central Metro"	"1"	115	1476849	7.8	7.7
	"2002"	"2002"	"Tennessee"	"47"	"Large Fringe Metro"	"2"	79	937970	8.4	8.2
	"2002"	"2002"	"Tennessee"	"47"	"Medium Metro"	"3"	154	1460346	10.5	10.6
	"2002"	"2002"	"Tennessee"	"47"	"Small Metro"	"4"	33	517761	6.4	6.4
	"2002"	"2002"	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	58	771946	7.5	7.7
	"2002"	"2002"	"Tennessee"	"47"	"NonCore (non-metro)"	"6"	52	631046	8.2	8.3
	"2002"	"2002"	"Texas"	"48"	"Large Central Metro"	"1"	884	10169667	8.7	8.7
	"2002"	"2002"	"Texas"	"48"	"Large Fringe Metro"	"2"	223	3382333	6.6	6.5
	"2002"	"2002"	"Texas"	"48"	"Medium Metro"	"3"	209	3741098	5.6	6.1
	"2002"	"2002"	"Texas"	"48"	"Small Metro"	"4"	110	1524858	7.2	7.5
	"2002"	"2002"	"Texas"	"48"	"Micropolitan (non-metro)"	"5"	83	1517381	5.5	5.8
	"2002"	"2002"	"Texas"	"48"	"NonCore (non-metro)"	"6"	89	1354988	6.6	7.1
	"2002"	"2002"	"Utah"	"49"	"Large Central Metro"	"1"	128	918152	13.9	15.1
	"2002"	"2002"	"Utah"	"49"	"Medium Metro"	"3"	97	909919	10.7	12.3
	"2002"	"2002"	"Utah"	"49"	"Small Metro"	"4"	20	194767	10.3	13.5
	"2002"	"2002"	"Utah"	"49"	"Micropolitan (non-metro)"	"5"	23	130748	17.6	19.4
	"2002"	"2002"	"Utah"	"49"	"NonCore (non-metro)"	"6"	14	126231	11.1 (Unreliable)	13.3 (Unreliable)
