State,Year,Age Group,Gender,Deaths,Population,Crude Rate,rate_unreliable,code
Delaware,2011.0,55-64 years,Male,11.0,54649.0,20.1,1,DE
Delaware,2012.0,25-34 years,Female,11.0,58756.0,18.7,1,DE
Delaware,2012.0,25-34 years,Male,25.0,58070.0,43.1,0,DE
Delaware,2012.0,35-44 years,Male,16.0,54207.0,29.5,1,DE
Delaware,2012.0,45-54 years,Female,14.0,68774.0,20.4,1,DE
Delaware,2012.0,45-54 years,Male,24.0,63849.0,37.6,0,DE
Delaware,2012.0,55-64 years,Female,16.0,62561.0,25.6,1,DE
Delaware,2012.0,55-64 years,Male,11.0,55417.0,19.8,1,DE
Delaware,2013.0,25-34 years,Female,14.0,60583.0,23.1,1,DE
Delaware,2013.0,25-34 years,Male,32.0,59570.0,53.7,0,DE
Delaware,2013.0,35-44 years,Female,17.0,56821.0,29.9,1,DE
Delaware,2013.0,35-44 years,Male,24.0,53978.0,44.5,0,DE
Delaware,2013.0,45-54 years,Female,17.0,68068.0,25.0,1,DE
Delaware,2013.0,45-54 years,Male,26.0,63022.0,41.3,0,DE
Delaware,2013.0,55-64 years,Male,10.0,56666.0,17.6,1,DE
Delaware,2014.0,25-34 years,Female,18.0,62690.0,28.7,1,DE
Delaware,2014.0,25-34 years,Male,31.0,61388.0,50.5,0,DE
Delaware,2014.0,35-44 years,Female,15.0,56659.0,26.5,1,DE
Delaware,2014.0,35-44 years,Male,30.0,53888.0,55.7,0,DE
Delaware,2014.0,45-54 years,Female,19.0,67510.0,28.1,1,DE
Delaware,2014.0,45-54 years,Male,26.0,62191.0,41.8,0,DE
Delaware,2014.0,55-64 years,Female,11.0,65880.0,16.7,1,DE
Delaware,2014.0,55-64 years,Male,16.0,58244.0,27.5,1,DE
Delaware,2015.0,20-24 years,Male,10.0,32085.0,31.2,1,DE
Delaware,2015.0,25-34 years,Female,16.0,63472.0,25.2,1,DE
Delaware,2015.0,25-34 years,Male,43.0,62469.0,68.8,0,DE
Delaware,2015.0,35-44 years,Female,19.0,56738.0,33.5,1,DE
Delaware,2015.0,35-44 years,Male,24.0,53858.0,44.6,0,DE
Delaware,2015.0,45-54 years,Female,23.0,67012.0,34.3,0,DE
Delaware,2015.0,45-54 years,Male,31.0,61796.0,50.2,0,DE
Delaware,2015.0,55-64 years,Male,17.0,59904.0,28.4,1,DE
District of Columbia,1999.0,35-44 years,Male,17.0,44096.0,38.6,1,DC
District of Columbia,1999.0,45-54 years,Male,16.0,34379.0,46.5,1,DC
District of Columbia,2000.0,35-44 years,Female,12.0,43668.0,27.5,1,DC
District of Columbia,2000.0,35-44 years,Male,12.0,44009.0,27.3,1,DC
District of Columbia,2000.0,45-54 years,Male,25.0,35360.0,70.7,0,DC
District of Columbia,2001.0,35-44 years,Female,12.0,43576.0,27.5,1,DC
District of Columbia,2001.0,35-44 years,Male,26.0,44255.0,58.8,0,DC
District of Columbia,2001.0,45-54 years,Female,11.0,40766.0,27.0,1,DC
District of Columbia,2001.0,45-54 years,Male,26.0,36359.0,71.5,0,DC
District of Columbia,2002.0,35-44 years,Male,15.0,43690.0,34.3,1,DC
District of Columbia,2002.0,45-54 years,Female,10.0,40524.0,24.7,1,DC
District of Columbia,2002.0,45-54 years,Male,16.0,36312.0,44.1,1,DC
District of Columbia,2003.0,35-44 years,Female,13.0,41927.0,31.0,1,DC
District of Columbia,2003.0,35-44 years,Male,22.0,42783.0,51.4,0,DC
District of Columbia,2003.0,45-54 years,Female,13.0,39941.0,32.5,1,DC
District of Columbia,2003.0,45-54 years,Male,33.0,36066.0,91.5,0,DC
District of Columbia,2004.0,35-44 years,Male,16.0,42086.0,38.0,1,DC
District of Columbia,2004.0,45-54 years,Female,19.0,39523.0,48.1,1,DC
District of Columbia,2004.0,45-54 years,Male,25.0,36040.0,69.4,0,DC
District of Columbia,2004.0,55-64 years,Male,12.0,25756.0,46.6,1,DC
District of Columbia,2005.0,35-44 years,Male,10.0,42105.0,23.8,1,DC
District of Columbia,2005.0,45-54 years,Female,11.0,39166.0,28.1,1,DC
District of Columbia,2005.0,45-54 years,Male,25.0,36014.0,69.4,0,DC
District of Columbia,2006.0,35-44 years,Male,16.0,42028.0,38.1,1,DC
District of Columbia,2006.0,45-54 years,Female,18.0,38619.0,46.6,1,DC
District of Columbia,2006.0,45-54 years,Male,28.0,35891.0,78.0,0,DC
District of Columbia,2006.0,55-64 years,Male,14.0,27333.0,51.2,1,DC
District of Columbia,2007.0,35-44 years,Male,11.0,41836.0,26.3,1,DC
District of Columbia,2007.0,45-54 years,Male,14.0,36276.0,38.6,1,DC
District of Columbia,2008.0,45-54 years,Male,17.0,36765.0,46.2,1,DC
District of Columbia,2008.0,55-64 years,Male,11.0,28213.0,39.0,1,DC
District of Columbia,2010.0,35-44 years,Male,11.0,40583.0,27.1,1,DC
District of Columbia,2010.0,45-54 years,Male,20.0,37648.0,53.1,0,DC
District of Columbia,2010.0,55-64 years,Male,14.0,29392.0,47.6,1,DC
District of Columbia,2011.0,45-54 years,Female,13.0,38157.0,34.1,1,DC
District of Columbia,2011.0,45-54 years,Male,22.0,38261.0,57.5,0,DC
District of Columbia,2011.0,55-64 years,Female,10.0,36058.0,27.7,1,DC
District of Columbia,2011.0,55-64 years,Male,15.0,30821.0,48.7,1,DC
District of Columbia,2012.0,35-44 years,Male,13.0,43316.0,30.0,1,DC
District of Columbia,2012.0,45-54 years,Female,11.0,38200.0,28.8,1,DC
District of Columbia,2012.0,45-54 years,Male,18.0,38327.0,47.0,1,DC
District of Columbia,2012.0,55-64 years,Male,11.0,31259.0,35.2,1,DC
District of Columbia,2013.0,45-54 years,Female,11.0,38315.0,28.7,1,DC
District of Columbia,2013.0,45-54 years,Male,14.0,38526.0,36.3,1,DC
District of Columbia,2013.0,55-64 years,Male,29.0,31967.0,90.7,0,DC
District of Columbia,2014.0,45-54 years,Female,16.0,38304.0,41.8,1,DC
District of Columbia,2014.0,45-54 years,Male,22.0,38600.0,57.0,0,DC
District of Columbia,2014.0,55-64 years,Male,21.0,32346.0,64.9,0,DC
District of Columbia,2015.0,35-44 years,Male,10.0,47638.0,21.0,1,DC
District of Columbia,2015.0,45-54 years,Female,15.0,38639.0,38.8,1,DC
District of Columbia,2015.0,45-54 years,Male,29.0,38854.0,74.6,0,DC
District of Columbia,2015.0,55-64 years,Female,10.0,36934.0,27.1,1,DC
District of Columbia,2015.0,55-64 years,Male,35.0,32755.0,106.9,0,DC
Florida,1999.0,15-19 years,Female,11.0,481898.0,2.3,1,FL
Florida,1999.0,15-19 years,Male,20.0,510367.0,3.9,0,FL
Florida,1999.0,20-24 years,Female,13.0,443023.0,2.9,1,FL
Florida,1999.0,20-24 years,Male,49.0,464440.0,10.6,0,FL
Florida,1999.0,25-34 years,Female,58.0,1036079.0,5.6,0,FL
Florida,1999.0,25-34 years,Male,121.0,1056626.0,11.5,0,FL
Florida,1999.0,35-44 years,Female,121.0,1233241.0,9.8,0,FL
Florida,1999.0,35-44 years,Male,225.0,1223234.0,18.4,0,FL
Florida,1999.0,45-54 years,Female,76.0,1025162.0,7.4,0,FL
Florida,1999.0,45-54 years,Male,146.0,966780.0,15.1,0,FL
Florida,1999.0,55-64 years,Female,29.0,800611.0,3.6,0,FL
Florida,1999.0,55-64 years,Male,27.0,708839.0,3.8,0,FL
Florida,1999.0,65-74 years,Female,24.0,790418.0,3.0,0,FL
Florida,1999.0,65-74 years,Male,20.0,672447.0,3.0,0,FL
Florida,1999.0,75-84 years,Female,20.0,581362.0,3.4,0,FL
Florida,1999.0,75-84 years,Male,13.0,430968.0,3.0,1,FL
Florida,1999.0,85+ years,Female,13.0,214270.0,6.1,1,FL
Florida,2000.0,15-19 years,Female,13.0,492604.0,2.6,1,FL
Florida,2000.0,15-19 years,Male,23.0,521644.0,4.4,0,FL
Florida,2000.0,20-24 years,Female,20.0,453324.0,4.4,0,FL
Florida,2000.0,20-24 years,Male,69.0,475300.0,14.5,0,FL
Florida,2000.0,25-34 years,Female,54.0,1030820.0,5.2,0,FL
Florida,2000.0,25-34 years,Male,123.0,1053022.0,11.7,0,FL
Florida,2000.0,35-44 years,Female,123.0,1247450.0,9.9,0,FL
Florida,2000.0,35-44 years,Male,287.0,1237402.0,23.2,0,FL
Florida,2000.0,45-54 years,Female,99.0,1064100.0,9.3,0,FL
Florida,2000.0,45-54 years,Male,200.0,1005028.0,19.9,0,FL
Florida,2000.0,55-64 years,Female,34.0,826198.0,4.1,0,FL
Florida,2000.0,55-64 years,Male,38.0,732579.0,5.2,0,FL
Florida,2000.0,65-74 years,Female,24.0,783551.0,3.1,0,FL
Florida,2000.0,75-84 years,Female,12.0,588163.0,2.0,1,FL
Florida,2000.0,75-84 years,Male,11.0,435894.0,2.5,1,FL
Florida,2000.0,85+ years,Female,14.0,219100.0,6.4,1,FL
Florida,2001.0,15-19 years,Female,14.0,503097.0,2.8,1,FL
Florida,2001.0,15-19 years,Male,44.0,537673.0,8.2,0,FL
Florida,2001.0,20-24 years,Female,33.0,487665.0,6.8,0,FL
Florida,2001.0,20-24 years,Male,118.0,507085.0,23.3,0,FL
Florida,2001.0,25-34 years,Female,91.0,1026628.0,8.9,0,FL
Florida,2001.0,25-34 years,Male,208.0,1045149.0,19.9,0,FL
Florida,2001.0,35-44 years,Female,191.0,1265334.0,15.1,0,FL
Florida,2001.0,35-44 years,Male,378.0,1254696.0,30.1,0,FL
Florida,2001.0,45-54 years,Female,171.0,1125135.0,15.2,0,FL
Florida,2001.0,45-54 years,Male,292.0,1061926.0,27.5,0,FL
Florida,2001.0,55-64 years,Female,50.0,861219.0,5.8,0,FL
Florida,2001.0,55-64 years,Male,53.0,766856.0,6.9,0,FL
Florida,2001.0,65-74 years,Female,24.0,782883.0,3.1,0,FL
Florida,2001.0,65-74 years,Male,23.0,672913.0,3.4,0,FL
Florida,2001.0,75-84 years,Female,13.0,596972.0,2.2,1,FL
Florida,2001.0,75-84 years,Male,17.0,445788.0,3.8,1,FL
Florida,2001.0,85+ years,Male,12.0,114276.0,10.5,1,FL
Florida,2002.0,15-19 years,Female,21.0,514448.0,4.1,0,FL
Florida,2002.0,15-19 years,Male,42.0,552234.0,7.6,0,FL
Florida,2002.0,20-24 years,Female,42.0,512509.0,8.2,0,FL
Florida,2002.0,20-24 years,Male,111.0,528063.0,21.0,0,FL
Florida,2002.0,25-34 years,Female,88.0,1034830.0,8.5,0,FL
Florida,2002.0,25-34 years,Male,243.0,1050730.0,23.1,0,FL
Florida,2002.0,35-44 years,Female,214.0,1272274.0,16.8,0,FL
Florida,2002.0,35-44 years,Male,404.0,1259847.0,32.1,0,FL
Florida,2002.0,45-54 years,Female,194.0,1157308.0,16.8,0,FL
Florida,2002.0,45-54 years,Male,314.0,1091171.0,28.8,0,FL
Florida,2002.0,55-64 years,Female,70.0,915817.0,7.6,0,FL
Florida,2002.0,55-64 years,Male,74.0,818394.0,9.0,0,FL
Florida,2002.0,65-74 years,Female,24.0,783322.0,3.1,0,FL
Florida,2002.0,65-74 years,Male,25.0,677213.0,3.7,0,FL
Florida,2002.0,75-84 years,Female,18.0,604749.0,3.0,1,FL
Florida,2002.0,75-84 years,Male,18.0,453817.0,4.0,1,FL
Florida,2002.0,85+ years,Female,11.0,222139.0,5.0,1,FL
Florida,2003.0,15-19 years,Female,18.0,529737.0,3.4,1,FL
Florida,2003.0,15-19 years,Male,56.0,566201.0,9.9,0,FL
Florida,2003.0,20-24 years,Female,42.0,530781.0,7.9,0,FL
Florida,2003.0,20-24 years,Male,123.0,551102.0,22.3,0,FL
Florida,2003.0,25-34 years,Female,86.0,1043769.0,8.2,0,FL
Florida,2003.0,25-34 years,Male,274.0,1059513.0,25.9,0,FL
Florida,2003.0,35-44 years,Female,224.0,1273859.0,17.6,0,FL
Florida,2003.0,35-44 years,Male,384.0,1259775.0,30.5,0,FL
Florida,2003.0,45-54 years,Female,219.0,1193217.0,18.4,0,FL
Florida,2003.0,45-54 years,Male,365.0,1125626.0,32.4,0,FL
Florida,2003.0,55-64 years,Female,85.0,963062.0,8.8,0,FL
Florida,2003.0,55-64 years,Male,78.0,862008.0,9.0,0,FL
Florida,2003.0,65-74 years,Female,25.0,787666.0,3.2,0,FL
Florida,2003.0,65-74 years,Male,21.0,684340.0,3.1,0,FL
Florida,2003.0,75-84 years,Female,30.0,610116.0,4.9,0,FL
Florida,2003.0,85+ years,Female,10.0,225650.0,4.4,1,FL
Florida,2004.0,15-19 years,Female,19.0,548497.0,3.5,1,FL
Florida,2004.0,15-19 years,Male,46.0,586980.0,7.8,0,FL
Florida,2004.0,20-24 years,Female,40.0,550803.0,7.3,0,FL
Florida,2004.0,20-24 years,Male,140.0,574582.0,24.4,0,FL
Florida,2004.0,25-34 years,Female,107.0,1063589.0,10.1,0,FL
Florida,2004.0,25-34 years,Male,282.0,1078624.0,26.1,0,FL
Florida,2004.0,35-44 years,Female,250.0,1282621.0,19.5,0,FL
Florida,2004.0,35-44 years,Male,378.0,1268894.0,29.8,0,FL
Florida,2004.0,45-54 years,Female,269.0,1234688.0,21.8,0,FL
Florida,2004.0,45-54 years,Male,420.0,1166734.0,36.0,0,FL
Florida,2004.0,55-64 years,Female,81.0,1015190.0,8.0,0,FL
Florida,2004.0,55-64 years,Male,108.0,908588.0,11.9,0,FL
Florida,2004.0,65-74 years,Female,36.0,796876.0,4.5,0,FL
Florida,2004.0,65-74 years,Male,21.0,696071.0,3.0,0,FL
Florida,2004.0,75-84 years,Female,25.0,617241.0,4.1,0,FL
Florida,2004.0,75-84 years,Male,13.0,468901.0,2.8,1,FL
Florida,2004.0,85+ years,Male,14.0,124101.0,11.3,1,FL
Florida,2005.0,15-19 years,Female,15.0,570551.0,2.6,1,FL
Florida,2005.0,15-19 years,Male,52.0,608537.0,8.5,0,FL
Florida,2005.0,20-24 years,Female,50.0,565124.0,8.8,0,FL
Florida,2005.0,20-24 years,Male,131.0,590942.0,22.2,0,FL
Florida,2005.0,25-34 years,Female,131.0,1086566.0,12.1,0,FL
Florida,2005.0,25-34 years,Male,322.0,1098397.0,29.3,0,FL
Florida,2005.0,35-44 years,Female,224.0,1294257.0,17.3,0,FL
Florida,2005.0,35-44 years,Male,427.0,1280375.0,33.3,0,FL
Florida,2005.0,45-54 years,Female,278.0,1281400.0,21.7,0,FL
Florida,2005.0,45-54 years,Male,417.0,1213762.0,34.4,0,FL
Florida,2005.0,55-64 years,Female,83.0,1067296.0,7.8,0,FL
Florida,2005.0,55-64 years,Male,128.0,956321.0,13.4,0,FL
Florida,2005.0,65-74 years,Female,24.0,810581.0,3.0,0,FL
Florida,2005.0,65-74 years,Male,24.0,709037.0,3.4,0,FL
Florida,2005.0,75-84 years,Female,22.0,620805.0,3.5,0,FL
Florida,2005.0,75-84 years,Male,18.0,476218.0,3.8,1,FL
Florida,2005.0,85+ years,Female,11.0,235399.0,4.7,1,FL
Florida,2006.0,15-19 years,Female,24.0,588718.0,4.1,0,FL
Florida,2006.0,15-19 years,Male,63.0,625951.0,10.1,0,FL
Florida,2006.0,20-24 years,Female,55.0,574546.0,9.6,0,FL
Florida,2006.0,20-24 years,Male,175.0,605681.0,28.9,0,FL
Florida,2006.0,25-34 years,Female,126.0,1106211.0,11.4,0,FL
Florida,2006.0,25-34 years,Male,354.0,1115444.0,31.7,0,FL
Florida,2006.0,35-44 years,Female,229.0,1298263.0,17.6,0,FL
Florida,2006.0,35-44 years,Male,410.0,1284703.0,31.9,0,FL
Florida,2006.0,45-54 years,Female,303.0,1319821.0,23.0,0,FL
Florida,2006.0,45-54 years,Male,441.0,1254102.0,35.2,0,FL
Florida,2006.0,55-64 years,Female,122.0,1112385.0,11.0,0,FL
Florida,2006.0,55-64 years,Male,144.0,995923.0,14.5,0,FL
Florida,2006.0,65-74 years,Female,38.0,818653.0,4.6,0,FL
Florida,2006.0,65-74 years,Male,27.0,716524.0,3.8,0,FL
Florida,2006.0,75-84 years,Female,19.0,616224.0,3.1,1,FL
Florida,2006.0,75-84 years,Male,26.0,476167.0,5.5,0,FL
Florida,2006.0,85+ years,Female,15.0,242340.0,6.2,1,FL
Florida,2006.0,85+ years,Male,10.0,134426.0,7.4,1,FL
Florida,2007.0,15-19 years,Female,21.0,598036.0,3.5,0,FL
Florida,2007.0,15-19 years,Male,65.0,635456.0,10.2,0,FL
Florida,2007.0,20-24 years,Female,69.0,581327.0,11.9,0,FL
Florida,2007.0,20-24 years,Male,171.0,617224.0,27.7,0,FL
Florida,2007.0,25-34 years,Female,155.0,1113741.0,13.9,0,FL
Florida,2007.0,25-34 years,Male,393.0,1123585.0,35.0,0,FL
Florida,2007.0,35-44 years,Female,261.0,1285548.0,20.3,0,FL
Florida,2007.0,35-44 years,Male,419.0,1272045.0,32.9,0,FL
Florida,2007.0,45-54 years,Female,328.0,1345585.0,24.4,0,FL
Florida,2007.0,45-54 years,Male,463.0,1283301.0,36.1,0,FL
Florida,2007.0,55-64 years,Female,133.0,1145603.0,11.6,0,FL
Florida,2007.0,55-64 years,Male,167.0,1026194.0,16.3,0,FL
Florida,2007.0,65-74 years,Female,37.0,838351.0,4.4,0,FL
Florida,2007.0,65-74 years,Male,41.0,732097.0,5.6,0,FL
Florida,2007.0,75-84 years,Female,16.0,613714.0,2.6,1,FL
Florida,2007.0,75-84 years,Male,19.0,478389.0,4.0,1,FL
Florida,2007.0,85+ years,Female,14.0,249981.0,5.6,1,FL
Florida,2008.0,15-19 years,Female,23.0,602359.0,3.8,0,FL
Florida,2008.0,15-19 years,Male,54.0,639022.0,8.5,0,FL
Florida,2008.0,20-24 years,Female,64.0,588573.0,10.9,0,FL
Florida,2008.0,20-24 years,Male,191.0,619325.0,30.8,0,FL
Florida,2008.0,25-34 years,Female,156.0,1120056.0,13.9,0,FL
Florida,2008.0,25-34 years,Male,431.0,1130445.0,38.1,0,FL
Florida,2008.0,35-44 years,Female,245.0,1264069.0,19.4,0,FL
Florida,2008.0,35-44 years,Male,433.0,1249539.0,34.7,0,FL
Florida,2008.0,45-54 years,Female,356.0,1367781.0,26.0,0,FL
Florida,2008.0,45-54 years,Male,529.0,1307051.0,40.5,0,FL
Florida,2008.0,55-64 years,Female,133.0,1170297.0,11.4,0,FL
Florida,2008.0,55-64 years,Male,188.0,1047537.0,17.9,0,FL
Florida,2008.0,65-74 years,Female,45.0,872024.0,5.2,0,FL
Florida,2008.0,65-74 years,Male,41.0,760918.0,5.4,0,FL
Florida,2008.0,75-84 years,Female,31.0,614554.0,5.0,0,FL
Florida,2008.0,75-84 years,Male,21.0,482127.0,4.4,0,FL
Florida,2009.0,15-19 years,Female,10.0,601533.0,1.7,1,FL
Florida,2009.0,15-19 years,Male,50.0,636223.0,7.9,0,FL
Florida,2009.0,20-24 years,Female,52.0,593146.0,8.8,0,FL
Florida,2009.0,20-24 years,Male,173.0,621502.0,27.8,0,FL
Florida,2009.0,25-34 years,Female,180.0,1129474.0,15.9,0,FL
Florida,2009.0,25-34 years,Male,431.0,1139251.0,37.8,0,FL
Florida,2009.0,35-44 years,Female,257.0,1236870.0,20.8,0,FL
Florida,2009.0,35-44 years,Male,429.0,1223247.0,35.1,0,FL
Florida,2009.0,45-54 years,Female,397.0,1388136.0,28.6,0,FL
Florida,2009.0,45-54 years,Male,540.0,1327057.0,40.7,0,FL
Florida,2009.0,55-64 years,Female,177.0,1201143.0,14.7,0,FL
Florida,2009.0,55-64 years,Male,239.0,1073456.0,22.3,0,FL
Florida,2009.0,65-74 years,Female,49.0,902281.0,5.4,0,FL
Florida,2009.0,65-74 years,Male,34.0,787407.0,4.3,0,FL
Florida,2009.0,75-84 years,Female,30.0,610821.0,4.9,0,FL
Florida,2009.0,75-84 years,Male,15.0,483119.0,3.1,1,FL
Florida,2009.0,85+ years,Female,10.0,268776.0,3.7,1,FL
Florida,2010.0,15-19 years,Female,21.0,597095.0,3.5,0,FL
Florida,2010.0,15-19 years,Male,38.0,631287.0,6.0,0,FL
Florida,2010.0,20-24 years,Female,60.0,601695.0,10.0,0,FL
Florida,2010.0,20-24 years,Male,140.0,627063.0,22.3,0,FL
Florida,2010.0,25-34 years,Female,189.0,1139409.0,16.6,0,FL
Florida,2010.0,25-34 years,Male,477.0,1150136.0,41.5,0,FL
Florida,2010.0,35-44 years,Female,233.0,1222783.0,19.1,0,FL
Florida,2010.0,35-44 years,Male,419.0,1208471.0,34.7,0,FL
Florida,2010.0,45-54 years,Female,378.0,1400125.0,27.0,0,FL
Florida,2010.0,45-54 years,Male,508.0,1341368.0,37.9,0,FL
Florida,2010.0,55-64 years,Female,198.0,1234791.0,16.0,0,FL
Florida,2010.0,55-64 years,Male,261.0,1102877.0,23.7,0,FL
Florida,2010.0,65-74 years,Female,45.0,921839.0,4.9,0,FL
Florida,2010.0,65-74 years,Male,28.0,806101.0,3.5,0,FL
Florida,2010.0,75-84 years,Female,21.0,611525.0,3.4,0,FL
Florida,2010.0,75-84 years,Male,15.0,486012.0,3.1,1,FL
Florida,2010.0,85+ years,Female,13.0,275812.0,4.7,1,FL
Florida,2010.0,85+ years,Male,10.0,158313.0,6.3,1,FL
Florida,2011.0,15-19 years,Female,12.0,578860.0,2.1,1,FL
Florida,2011.0,15-19 years,Male,38.0,616547.0,6.2,0,FL
Florida,2011.0,20-24 years,Female,45.0,630883.0,7.1,0,FL
Florida,2011.0,20-24 years,Male,92.0,655427.0,14.0,0,FL
Florida,2011.0,25-34 years,Female,197.0,1170196.0,16.8,0,FL
Florida,2011.0,25-34 years,Male,435.0,1185525.0,36.7,0,FL
Florida,2011.0,35-44 years,Female,227.0,1214255.0,18.7,0,FL
Florida,2011.0,35-44 years,Male,389.0,1198606.0,32.5,0,FL
Florida,2011.0,45-54 years,Female,391.0,1408374.0,27.8,0,FL
Florida,2011.0,45-54 years,Male,483.0,1353444.0,35.7,0,FL
Florida,2011.0,55-64 years,Female,193.0,1288306.0,15.0,0,FL
Florida,2011.0,55-64 years,Male,266.0,1150728.0,23.1,0,FL
Florida,2011.0,65-74 years,Female,45.0,949314.0,4.7,0,FL
Florida,2011.0,65-74 years,Male,37.0,828288.0,4.5,0,FL
Florida,2011.0,75-84 years,Female,20.0,619334.0,3.2,0,FL
Florida,2011.0,75-84 years,Male,14.0,496166.0,2.8,1,FL
Florida,2011.0,85+ years,Female,14.0,295742.0,4.7,1,FL
Florida,2012.0,15-19 years,Male,18.0,606704.0,3.0,1,FL
Florida,2012.0,20-24 years,Female,27.0,644257.0,4.2,0,FL
Florida,2012.0,20-24 years,Male,87.0,668314.0,13.0,0,FL
Florida,2012.0,25-34 years,Female,159.0,1195093.0,13.3,0,FL
Florida,2012.0,25-34 years,Male,307.0,1214140.0,25.3,0,FL
Florida,2012.0,35-44 years,Female,215.0,1214580.0,17.7,0,FL
Florida,2012.0,35-44 years,Male,306.0,1195168.0,25.6,0,FL
Florida,2012.0,45-54 years,Female,354.0,1403561.0,25.2,0,FL
Florida,2012.0,45-54 years,Male,449.0,1349500.0,33.3,0,FL
Florida,2012.0,55-64 years,Female,222.0,1304225.0,17.0,0,FL
Florida,2012.0,55-64 years,Male,250.0,1161732.0,21.5,0,FL
Florida,2012.0,65-74 years,Female,60.0,1010922.0,5.9,0,FL
Florida,2012.0,65-74 years,Male,59.0,882453.0,6.7,0,FL
Florida,2012.0,75-84 years,Female,25.0,626695.0,4.0,0,FL
Florida,2012.0,75-84 years,Male,17.0,507141.0,3.4,1,FL
Florida,2012.0,85+ years,Female,20.0,306150.0,6.5,0,FL
Florida,2013.0,15-19 years,Male,18.0,604250.0,3.0,1,FL
Florida,2013.0,20-24 years,Female,32.0,645827.0,5.0,0,FL
Florida,2013.0,20-24 years,Male,76.0,672901.0,11.3,0,FL
Florida,2013.0,25-34 years,Female,143.0,1220243.0,11.7,0,FL
Florida,2013.0,25-34 years,Male,292.0,1243426.0,23.5,0,FL
Florida,2013.0,35-44 years,Female,214.0,1218194.0,17.6,0,FL
Florida,2013.0,35-44 years,Male,308.0,1195835.0,25.8,0,FL
Florida,2013.0,45-54 years,Female,330.0,1397539.0,23.6,0,FL
Florida,2013.0,45-54 years,Male,395.0,1344020.0,29.4,0,FL
Florida,2013.0,55-64 years,Female,229.0,1327315.0,17.3,0,FL
Florida,2013.0,55-64 years,Male,247.0,1182965.0,20.9,0,FL
Florida,2013.0,65-74 years,Female,63.0,1060646.0,5.9,0,FL
Florida,2013.0,65-74 years,Male,53.0,925932.0,5.7,0,FL
Florida,2013.0,75-84 years,Female,24.0,636479.0,3.8,0,FL
Florida,2013.0,75-84 years,Male,15.0,519284.0,2.9,1,FL
Florida,2014.0,15-19 years,Female,10.0,569567.0,1.8,1,FL
Florida,2014.0,15-19 years,Male,12.0,603255.0,2.0,1,FL
Florida,2014.0,20-24 years,Female,40.0,643797.0,6.2,0,FL
Florida,2014.0,20-24 years,Male,98.0,672444.0,14.6,0,FL
Florida,2014.0,25-34 years,Female,192.0,1254821.0,15.3,0,FL
Florida,2014.0,25-34 years,Male,369.0,1279622.0,28.8,0,FL
Florida,2014.0,35-44 years,Female,197.0,1225734.0,16.1,0,FL
Florida,2014.0,35-44 years,Male,345.0,1201781.0,28.7,0,FL
Florida,2014.0,45-54 years,Female,296.0,1396108.0,21.2,0,FL
Florida,2014.0,45-54 years,Male,369.0,1343566.0,27.5,0,FL
Florida,2014.0,55-64 years,Female,243.0,1361279.0,17.9,0,FL
Florida,2014.0,55-64 years,Male,279.0,1213454.0,23.0,0,FL
Florida,2014.0,65-74 years,Female,62.0,1112759.0,5.6,0,FL
Florida,2014.0,65-74 years,Male,58.0,969590.0,6.0,0,FL
Florida,2014.0,75-84 years,Female,29.0,651773.0,4.4,0,FL
Florida,2014.0,75-84 years,Male,10.0,534299.0,1.9,1,FL
Florida,2014.0,85+ years,Female,15.0,324583.0,4.6,1,FL
Florida,2015.0,15-19 years,Female,13.0,575780.0,2.3,1,FL
Florida,2015.0,15-19 years,Male,24.0,607173.0,4.0,0,FL
Florida,2015.0,20-24 years,Female,67.0,633236.0,10.6,0,FL
Florida,2015.0,20-24 years,Male,138.0,663109.0,20.8,0,FL
Florida,2015.0,25-34 years,Female,199.0,1294352.0,15.4,0,FL
Florida,2015.0,25-34 years,Male,539.0,1319963.0,40.8,0,FL
Florida,2015.0,35-44 years,Female,243.0,1236849.0,19.6,0,FL
Florida,2015.0,35-44 years,Male,488.0,1211622.0,40.3,0,FL
Florida,2015.0,45-54 years,Female,327.0,1400999.0,23.3,0,FL
Florida,2015.0,45-54 years,Male,426.0,1347504.0,31.6,0,FL
Florida,2015.0,55-64 years,Female,250.0,1401456.0,17.8,0,FL
Florida,2015.0,55-64 years,Male,293.0,1252207.0,23.4,0,FL
Florida,2015.0,65-74 years,Female,61.0,1166729.0,5.2,0,FL
Florida,2015.0,65-74 years,Male,82.0,1014473.0,8.1,0,FL
Florida,2015.0,75-84 years,Female,23.0,670003.0,3.4,0,FL
Florida,2015.0,75-84 years,Male,19.0,550987.0,3.4,1,FL
Florida,2015.0,85+ years,Female,15.0,333187.0,4.5,1,FL
Florida,2015.0,85+ years,Male,13.0,207089.0,6.3,1,FL
Georgia,1999.0,20-24 years,Male,15.0,295859.0,5.1,1,GA
Georgia,1999.0,25-34 years,Female,17.0,642732.0,2.6,1,GA
Georgia,1999.0,25-34 years,Male,34.0,651618.0,5.2,0,GA
Georgia,1999.0,35-44 years,Female,38.0,675072.0,5.6,0,GA
Georgia,1999.0,35-44 years,Male,58.0,660376.0,8.8,0,GA
Georgia,1999.0,45-54 years,Female,30.0,537890.0,5.6,0,GA
Georgia,1999.0,45-54 years,Male,40.0,508674.0,7.9,0,GA
Georgia,2000.0,20-24 years,Male,20.0,306731.0,6.5,0,GA
Georgia,2000.0,25-34 years,Female,24.0,642494.0,3.7,0,GA
